 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,122,103,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,133,115,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,118,112,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,109,111,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,117,97,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,130,100,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,136,122,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,141,112,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,123,130,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,112,118,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,107,103,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,147,117,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,131,129,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,102,110,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,112,85,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,126,87,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,140,89,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,115,133,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,148,109,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,128,136,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,103,125,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,91,100,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,93,93,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,119,81,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,134,84,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,155,114,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,145,141,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,90,123,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,106,81,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,147,85,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,155,97,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,118,146,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,104,140,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,126,79,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,161,110,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,160,125,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,132,149,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,90,132,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,84,102,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,86,94,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,91,85,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,114,73,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,141,80,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,163,117,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,158,145,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,118,154,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,83,120,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,101,67,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,153,80,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,161,93,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,111,150,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,97,144,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,124,65,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,134,66,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,170,103,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,168,123,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,171,135,1,1,1,red,none,0,2,0,2,0
58,57,null,Point,none,160,153,1,1,1,red,none,0,2,0,2,0
59,58,null,Point,none,154,159,1,1,1,red,none,0,2,0,2,0
60,59,null,Point,none,146,158,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,90,140,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,83,136,1,1,1,red,none,0,2,0,2,0
63,62,null,Point,none,76,116,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,73,100,1,1,1,red,none,0,2,0,2,0
65,64,null,Point,none,76,88,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,87,72,1,1,1,red,none,0,2,0,2,0
67,66,null,Point,none,148,74,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,174,110,1,1,1,red,none,0,3,0,3,0
69,68,null,Point,none,119,169,1,1,1,red,none,0,4,0,4,0
70,69,null,Point,none,77,124,1,1,1,red,none,0,2,0,2,0
71,70,null,Point,none,94,69,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,116,56,1,1,1,red,none,0,4,0,4,0
73,72,null,Point,none,155,73,1,1,1,red,none,0,2,0,2,0
74,73,null,Point,none,166,88,1,1,1,red,none,0,2,0,2,0
75,74,null,Point,none,166,148,1,1,1,red,none,0,2,0,2,0
76,75,null,Point,none,115,164,1,1,1,red,none,0,2,0,2,0
77,76,null,Point,none,104,155,1,1,1,red,none,0,2,0,2,0
78,77,null,Point,none,97,152,1,1,1,red,none,0,2,0,2,0
79,78,null,Point,none,79,139,1,1,1,red,none,0,3,0,3,0
80,79,null,Point,none,72,93,1,1,1,red,none,0,2,0,2,0
