 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,132,115,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,136,128,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,125,116,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,144,116,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,126,108,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,133,137,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,130,101,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,150,121,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,141,134,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,121,133,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,118,111,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,149,102,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,156,106,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,139,142,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,126,149,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,113,127,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,115,97,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,128,94,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,156,98,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,163,111,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,164,128,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,154,139,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,110,144,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,141,91,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,153,147,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,136,159,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,104,116,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,154,90,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,169,106,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,143,155,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,121,155,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,108,136,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,101,131,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,101,100,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,112,89,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,160,85,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,170,114,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,176,125,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,171,131,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,114,152,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,118,84,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,169,97,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,157,160,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,143,163,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,130,164,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,98,121,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,133,80,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,143,78,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,183,104,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,179,133,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,151,165,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,114,159,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,98,151,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,87,104,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,99,93,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,150,74,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,169,89,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,184,112,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,183,126,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,137,176,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,107,163,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,85,134,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,177,85,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,182,141,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,172,160,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,158,169,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,144,171,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,115,167,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,116,76,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,137,73,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,183,92,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,190,106,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,191,127,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,167,174,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,108,171,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,94,164,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,89,149,1,1,1,red,none,0,1,0,1,0
78,77,null,Point,none,87,141,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,80,121,1,1,1,red,none,0,1,0,1,0
80,79,null,Point,none,79,104,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,93,98,1,1,1,red,none,0,1,0,1,0
82,81,null,Point,none,97,86,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,122,70,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,144,70,1,1,1,red,none,0,1,0,1,0
85,84,null,Point,none,164,68,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,174,78,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,196,112,1,1,1,red,none,0,1,0,1,0
88,87,null,Point,none,191,143,1,1,1,red,none,0,1,0,1,0
89,88,null,Point,none,139,185,1,1,1,red,none,0,1,0,1,0
90,89,null,Point,none,125,186,1,1,1,red,none,0,1,0,1,0
91,90,null,Point,none,101,73,1,1,1,red,none,0,2,0,2,0
92,91,null,Point,none,189,77,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,199,126,1,1,1,red,none,0,1,0,1,0
94,93,null,Point,none,186,156,1,1,1,red,none,0,1,0,1,0
95,94,null,Point,none,181,170,1,1,1,red,none,0,1,0,1,0
96,95,null,Point,none,175,175,1,1,1,red,none,0,1,0,1,0
97,96,null,Point,none,157,187,1,1,1,red,none,0,1,0,1,0
98,97,null,Point,none,118,182,1,1,1,red,none,0,1,0,1,0
99,98,null,Point,none,102,175,1,1,1,red,none,0,1,0,1,0
100,99,null,Point,none,72,131,1,1,1,red,none,0,2,0,2,0
101,100,null,Point,none,84,90,1,1,1,red,none,0,2,0,2,0
102,101,null,Point,none,154,59,1,1,1,red,none,0,2,0,2,0
103,102,null,Point,none,193,84,1,1,1,red,none,0,1,0,1,0
104,103,null,Point,none,200,95,1,1,1,red,none,0,1,0,1,0
105,104,null,Point,none,200,140,1,1,1,red,none,0,2,0,2,0
106,105,null,Point,none,170,181,1,1,1,red,none,0,1,0,1,0
107,106,null,Point,none,133,191,1,1,1,red,none,0,1,0,1,0
108,107,null,Point,none,88,168,1,1,1,red,none,0,1,0,1,0
109,108,null,Point,none,86,161,1,1,1,red,none,0,1,0,1,0
110,109,null,Point,none,78,160,1,1,1,red,none,0,2,0,2,0
