 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,127,111,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,133,126,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,126,125,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,134,112,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,112,118,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,131,104,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,120,131,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,116,103,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,139,105,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,141,126,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,114,136,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,106,123,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,142,112,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,103,106,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,123,90,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,150,113,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,145,133,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,131,139,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,127,146,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,131,89,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,143,98,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,111,148,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,107,140,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,98,125,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,105,115,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,109,92,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,158,112,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,158,127,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,129,81,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,165,114,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,149,153,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,120,151,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,104,147,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,96,101,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,118,77,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,137,82,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,146,91,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,163,121,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,96,147,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,90,129,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,90,121,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,95,93,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,159,97,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,153,147,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,141,155,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,127,164,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,113,163,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,89,113,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,125,73,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,166,100,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,171,117,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,168,128,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,162,148,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,105,162,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,91,154,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,102,80,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,131,67,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,148,73,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,159,81,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,177,121,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,163,157,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,149,161,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,119,167,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,81,147,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,76,137,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,81,99,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,88,89,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,104,72,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,166,84,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,143,170,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,125,172,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,109,170,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,94,167,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,76,128,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,124,63,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,172,96,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,181,107,1,1,1,red,none,0,2,0,2,0
78,77,null,Point,none,178,114,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,179,134,1,1,1,red,none,0,2,0,2,0
80,79,null,Point,none,171,144,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,164,164,1,1,1,red,none,0,2,0,2,0
82,81,null,Point,none,84,155,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,89,82,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,97,69,1,1,1,red,none,0,2,0,2,0
85,84,null,Point,none,138,64,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,146,66,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,161,68,1,1,1,red,none,0,3,0,3,0
88,87,null,Point,none,163,75,1,1,1,red,none,0,2,0,2,0
89,88,null,Point,none,170,158,1,1,1,red,none,0,2,0,2,0
90,89,null,Point,none,158,170,1,1,1,red,none,0,2,0,2,0
91,90,null,Point,none,139,177,1,1,1,red,none,0,1,0,1,0
92,91,null,Point,none,126,179,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,103,175,1,1,1,red,none,0,2,0,2,0
94,93,null,Point,none,73,144,1,1,1,red,none,0,2,0,2,0
95,94,null,Point,none,69,138,1,1,1,red,none,0,3,0,3,0
96,95,null,Point,none,70,107,1,1,1,red,none,0,2,0,2,0
97,96,null,Point,none,77,92,1,1,1,red,none,0,2,0,2,0
98,97,null,Point,none,170,79,1,1,1,red,none,0,2,0,2,0
99,98,null,Point,none,185,110,1,1,1,red,none,0,3,0,3,0
100,99,null,Point,none,182,126,1,1,1,red,none,0,2,0,2,0
101,100,null,Point,none,146,178,1,1,1,red,none,0,2,0,2,0
