 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,119,112,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,127,126,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,115,119,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,128,111,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,133,117,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,119,128,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,111,130,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,112,109,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,115,102,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,125,134,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,126,98,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,111,138,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,144,108,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,149,119,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,122,141,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,103,136,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,100,116,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,110,95,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,141,131,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,129,141,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,115,144,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,96,108,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,113,88,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,134,96,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,108,145,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,121,88,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,151,111,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,156,124,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,129,149,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,117,156,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,95,146,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,92,129,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,147,99,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,156,132,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,151,137,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,142,154,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,112,151,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,89,122,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,87,101,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,98,85,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,135,87,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,81,114,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,104,80,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,153,103,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,164,121,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,170,126,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,134,157,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,129,165,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,115,164,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,94,161,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,87,151,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,82,143,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,117,73,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,143,85,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,166,136,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,159,139,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,152,160,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,84,128,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,91,84,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,135,79,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,144,161,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,134,172,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,121,170,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,99,168,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,73,111,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,83,87,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,96,78,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,110,69,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,156,87,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,166,104,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,171,118,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,177,124,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,111,180,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,87,165,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,73,156,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,79,150,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,74,119,1,1,1,red,none,0,1,0,1,0
78,77,null,Point,none,143,77,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,168,97,1,1,1,red,none,0,1,0,1,0
80,79,null,Point,none,173,140,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,173,149,1,1,1,red,none,0,1,0,1,0
82,81,null,Point,none,159,155,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,148,175,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,127,175,1,1,1,red,none,0,1,0,1,0
85,84,null,Point,none,70,133,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,117,64,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,156,173,1,1,1,red,none,0,1,0,1,0
88,87,null,Point,none,117,185,1,1,1,red,none,0,1,0,1,0
89,88,null,Point,none,103,182,1,1,1,red,none,0,1,0,1,0
90,89,null,Point,none,76,84,1,1,1,red,none,0,1,0,1,0
91,90,null,Point,none,102,64,1,1,1,red,none,0,1,0,1,0
92,91,null,Point,none,130,64,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,152,74,1,1,1,red,none,0,1,0,1,0
94,93,null,Point,none,176,93,1,1,1,red,none,0,1,0,1,0
95,94,null,Point,none,181,107,1,1,1,red,none,0,1,0,1,0
96,95,null,Point,none,184,121,1,1,1,red,none,0,1,0,1,0
97,96,null,Point,none,195,132,1,1,1,red,none,0,1,0,1,0
98,97,null,Point,none,162,183,1,1,1,red,none,0,1,0,1,0
99,98,null,Point,none,147,183,1,1,1,red,none,0,1,0,1,0
100,99,null,Point,none,109,188,1,1,1,red,none,0,1,0,1,0
101,100,null,Point,none,90,179,1,1,1,red,none,0,1,0,1,0
102,101,null,Point,none,76,172,1,1,1,red,none,0,1,0,1,0
103,102,null,Point,none,66,159,1,1,1,red,none,0,1,0,1,0
104,103,null,Point,none,68,125,1,1,1,red,none,0,1,0,1,0
105,104,null,Point,none,66,116,1,1,1,red,none,0,1,0,1,0
106,105,null,Point,none,65,108,1,1,1,red,none,0,1,0,1,0
107,106,null,Point,none,69,89,1,1,1,red,none,0,1,0,1,0
108,107,null,Point,none,89,75,1,1,1,red,none,0,1,0,1,0
109,108,null,Point,none,105,56,1,1,1,red,none,0,1,0,1,0
110,109,null,Point,none,158,79,1,1,1,red,none,0,1,0,1,0
111,110,null,Point,none,187,142,1,1,1,red,none,0,1,0,1,0
112,111,null,Point,none,181,152,1,1,1,red,none,0,1,0,1,0
113,112,null,Point,none,173,157,1,1,1,red,none,0,1,0,1,0
114,113,null,Point,none,132,186,1,1,1,red,none,0,1,0,1,0
115,114,null,Point,none,68,172,1,1,1,red,none,0,1,0,1,0
116,115,null,Point,none,61,145,1,1,1,red,none,0,1,0,1,0
117,116,null,Point,none,145,70,1,1,1,red,none,0,1,0,1,0
118,117,null,Point,none,173,165,1,1,1,red,none,0,1,0,1,0
119,118,null,Point,none,152,189,1,1,1,red,none,0,1,0,1,0
120,119,null,Point,none,122,198,1,1,1,red,none,0,1,0,1,0
121,120,null,Point,none,102,190,1,1,1,red,none,0,1,0,1,0
122,121,null,Point,none,116,55,1,1,1,red,none,0,1,0,1,0
123,122,null,Point,none,128,54,1,1,1,red,none,0,2,0,2,0
124,123,null,Point,none,182,98,1,1,1,red,none,0,1,0,1,0
125,124,null,Point,none,191,126,1,1,1,red,none,0,1,0,1,0
126,125,null,Point,none,202,134,1,1,1,red,none,0,1,0,1,0
127,126,null,Point,none,170,181,1,1,1,red,none,0,1,0,1,0
128,127,null,Point,none,160,191,1,1,1,red,none,0,1,0,1,0
129,128,null,Point,none,137,192,1,1,1,red,none,0,1,0,1,0
130,129,null,Point,none,89,188,1,1,1,red,none,0,1,0,1,0
131,130,null,Point,none,76,179,1,1,1,red,none,0,1,0,1,0
132,131,null,Point,none,64,179,1,1,1,red,none,0,2,0,2,0
133,132,null,Point,none,58,152,1,1,1,red,none,0,1,0,1,0
134,133,null,Point,none,62,134,1,1,1,red,none,0,1,0,1,0
135,134,null,Point,none,59,103,1,1,1,red,none,0,2,0,2,0
136,135,null,Point,none,69,81,1,1,1,red,none,0,1,0,1,0
137,136,null,Point,none,88,66,1,1,1,red,none,0,1,0,1,0
138,137,null,Point,none,97,55,1,1,1,red,none,0,1,0,1,0
139,138,null,Point,none,134,58,1,1,1,red,none,0,2,0,2,0
140,139,null,Point,none,159,72,1,1,1,red,none,0,2,0,2,0
141,140,null,Point,none,195,140,1,1,1,red,none,0,1,0,1,0
142,141,null,Point,none,191,148,1,1,1,red,none,0,1,0,1,0
143,142,null,Point,none,187,163,1,1,1,red,none,0,1,0,1,0
144,143,null,Point,none,136,199,1,1,1,red,none,0,1,0,1,0
145,144,null,Point,none,54,124,1,1,1,red,none,0,2,0,2,0
146,145,null,Point,none,61,94,1,1,1,red,none,0,2,0,2,0
147,146,null,Point,none,76,69,1,1,1,red,none,0,2,0,2,0
148,147,null,Point,none,165,77,1,1,1,red,none,0,2,0,2,0
149,148,null,Point,none,181,168,1,1,1,red,none,0,1,0,1,0
150,149,null,Point,none,155,197,1,1,1,red,none,0,1,0,1,0
151,150,null,Point,none,121,205,1,1,1,red,none,0,2,0,2,0
152,151,null,Point,none,107,203,1,1,1,red,none,0,2,0,2,0
153,152,null,Point,none,94,201,1,1,1,red,none,0,2,0,2,0
154,153,null,Point,none,60,173,1,1,1,red,none,0,2,0,2,0
155,154,null,Point,none,52,154,1,1,1,red,none,0,3,0,3,0
156,155,null,Point,none,56,139,1,1,1,red,none,0,2,0,2,0
157,156,null,Point,none,102,50,1,1,1,red,none,0,2,0,2,0
158,157,null,Point,none,148,58,1,1,1,red,none,0,4,0,4,0
159,158,null,Point,none,184,89,1,1,1,red,none,0,1,0,1,0
