 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,103,80,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,109,95,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,94,93,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,109,87,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,89,85,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,111,80,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,107,102,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,99,71,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,116,93,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,88,109,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,81,97,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,113,73,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,125,83,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,109,109,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,80,87,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,103,114,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,82,113,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,83,70,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,132,93,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,123,107,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,88,117,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,74,102,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,91,70,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,117,61,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,125,64,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,132,77,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,125,115,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,111,124,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,66,90,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,76,72,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,139,81,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,103,122,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,82,122,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,75,109,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,99,56,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,136,104,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,89,125,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,61,100,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,76,65,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,104,50,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,117,54,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,133,61,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,140,65,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,146,77,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,139,124,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,125,131,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,112,132,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,75,127,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,56,94,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,59,87,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,84,54,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,146,85,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,97,137,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,83,130,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,60,115,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,88,47,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,141,57,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,151,99,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,139,111,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,94,146,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,59,107,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,108,41,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,126,44,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,147,66,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,152,73,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,152,116,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,144,130,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,133,134,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,122,144,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,69,137,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,60,130,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,44,103,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,43,89,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,64,73,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,69,60,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,81,43,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,99,35,1,1,1,red,none,0,1,0,1,0
78,77,null,Point,none,154,89,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,114,154,1,1,1,red,none,0,1,0,1,0
80,79,null,Point,none,107,147,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,86,147,1,1,1,red,none,0,1,0,1,0
82,81,null,Point,none,54,123,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,120,40,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,135,41,1,1,1,red,none,0,1,0,1,0
85,84,null,Point,none,147,45,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,159,97,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,159,113,1,1,1,red,none,0,1,0,1,0
88,87,null,Point,none,61,138,1,1,1,red,none,0,1,0,1,0
89,88,null,Point,none,45,113,1,1,1,red,none,0,1,0,1,0
90,89,null,Point,none,49,63,1,1,1,red,none,0,1,0,1,0
91,90,null,Point,none,86,37,1,1,1,red,none,0,1,0,1,0
92,91,null,Point,none,154,50,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,164,61,1,1,1,red,none,0,1,0,1,0
94,93,null,Point,none,173,73,1,1,1,red,none,0,1,0,1,0
95,94,null,Point,none,156,122,1,1,1,red,none,0,1,0,1,0
96,95,null,Point,none,152,131,1,1,1,red,none,0,1,0,1,0
97,96,null,Point,none,150,146,1,1,1,red,none,0,1,0,1,0
98,97,null,Point,none,136,150,1,1,1,red,none,0,1,0,1,0
99,98,null,Point,none,122,152,1,1,1,red,none,0,1,0,1,0
100,99,null,Point,none,106,154,1,1,1,red,none,0,1,0,1,0
101,100,null,Point,none,91,153,1,1,1,red,none,0,1,0,1,0
102,101,null,Point,none,70,151,1,1,1,red,none,0,1,0,1,0
103,102,null,Point,none,49,129,1,1,1,red,none,0,1,0,1,0
104,103,null,Point,none,38,110,1,1,1,red,none,0,1,0,1,0
105,104,null,Point,none,39,83,1,1,1,red,none,0,1,0,1,0
106,105,null,Point,none,46,80,1,1,1,red,none,0,1,0,1,0
107,106,null,Point,none,66,47,1,1,1,red,none,0,1,0,1,0
108,107,null,Point,none,92,33,1,1,1,red,none,0,1,0,1,0
109,108,null,Point,none,105,27,1,1,1,red,none,0,2,0,2,0
110,109,null,Point,none,129,36,1,1,1,red,none,0,1,0,1,0
111,110,null,Point,none,168,85,1,1,1,red,none,0,1,0,1,0
112,111,null,Point,none,111,161,1,1,1,red,none,0,1,0,1,0
113,112,null,Point,none,40,126,1,1,1,red,none,0,1,0,1,0
114,113,null,Point,none,43,69,1,1,1,red,none,0,1,0,1,0
115,114,null,Point,none,49,56,1,1,1,red,none,0,2,0,2,0
116,115,null,Point,none,113,28,1,1,1,red,none,0,1,0,1,0
117,116,null,Point,none,144,32,1,1,1,red,none,0,2,0,2,0
118,117,null,Point,none,167,98,1,1,1,red,none,0,1,0,1,0
119,118,null,Point,none,166,111,1,1,1,red,none,0,1,0,1,0
120,119,null,Point,none,157,147,1,1,1,red,none,0,1,0,1,0
121,120,null,Point,none,94,160,1,1,1,red,none,0,1,0,1,0
122,121,null,Point,none,76,156,1,1,1,red,none,0,1,0,1,0
