 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,141,104,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,137,111,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,132,118,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,143,127,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,130,98,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,138,98,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,150,104,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,127,124,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,125,104,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,146,97,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,156,119,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,148,133,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,140,134,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,158,126,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,120,126,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,122,97,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,138,84,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,154,97,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,148,149,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,126,90,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,132,147,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,126,142,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,113,117,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,154,83,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,166,106,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,157,133,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,115,132,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,109,101,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,158,90,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,169,113,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,151,156,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,143,156,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,112,125,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,115,95,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,129,76,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,155,147,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,125,152,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,139,76,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,171,92,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,153,164,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,113,142,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,108,136,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,106,113,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,119,88,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,151,67,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,176,115,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,166,129,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,142,176,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,128,160,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,100,98,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,161,79,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,160,161,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,94,131,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,101,89,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,135,70,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,177,97,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,171,121,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,172,143,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,156,176,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,120,159,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,109,149,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,105,82,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,120,73,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,145,58,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,173,84,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,160,169,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,146,187,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,129,168,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,100,136,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,91,122,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,153,60,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,159,65,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,87,107,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,94,92,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,179,89,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,182,109,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,190,120,1,1,1,red,none,0,1,0,1,0
78,77,null,Point,none,182,131,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,173,151,1,1,1,red,none,0,1,0,1,0
80,79,null,Point,none,161,183,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,139,184,1,1,1,red,none,0,1,0,1,0
82,81,null,Point,none,127,176,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,103,162,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,86,129,1,1,1,red,none,0,1,0,1,0
85,84,null,Point,none,96,83,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,107,74,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,131,62,1,1,1,red,none,0,1,0,1,0
88,87,null,Point,none,171,76,1,1,1,red,none,0,1,0,1,0
89,88,null,Point,none,175,167,1,1,1,red,none,0,1,0,1,0
90,89,null,Point,none,164,176,1,1,1,red,none,0,1,0,1,0
91,90,null,Point,none,151,193,1,1,1,red,none,0,1,0,1,0
92,91,null,Point,none,91,150,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,120,64,1,1,1,red,none,0,1,0,1,0
94,93,null,Point,none,136,56,1,1,1,red,none,0,1,0,1,0
95,94,null,Point,none,163,59,1,1,1,red,none,0,1,0,1,0
96,95,null,Point,none,180,147,1,1,1,red,none,0,1,0,1,0
97,96,null,Point,none,140,192,1,1,1,red,none,0,1,0,1,0
98,97,null,Point,none,86,144,1,1,1,red,none,0,1,0,1,0
99,98,null,Point,none,82,122,1,1,1,red,none,0,1,0,1,0
100,99,null,Point,none,81,100,1,1,1,red,none,0,1,0,1,0
101,100,null,Point,none,180,81,1,1,1,red,none,0,1,0,1,0
102,101,null,Point,none,164,196,1,1,1,red,none,0,2,0,2,0
103,102,null,Point,none,121,183,1,1,1,red,none,0,1,0,1,0
104,103,null,Point,none,106,178,1,1,1,red,none,0,1,0,1,0
105,104,null,Point,none,81,138,1,1,1,red,none,0,1,0,1,0
106,105,null,Point,none,78,108,1,1,1,red,none,0,1,0,1,0
107,106,null,Point,none,92,75,1,1,1,red,none,0,1,0,1,0
108,107,null,Point,none,156,46,1,1,1,red,none,0,1,0,1,0
109,108,null,Point,none,174,61,1,1,1,red,none,0,2,0,2,0
110,109,null,Point,none,193,97,1,1,1,red,none,0,1,0,1,0
111,110,null,Point,none,196,108,1,1,1,red,none,0,2,0,2,0
112,111,null,Point,none,195,125,1,1,1,red,none,0,2,0,2,0
113,112,null,Point,none,174,175,1,1,1,red,none,0,1,0,1,0
114,113,null,Point,none,167,189,1,1,1,red,none,0,1,0,1,0
115,114,null,Point,none,150,204,1,1,1,red,none,0,1,0,1,0
116,115,null,Point,none,141,206,1,1,1,red,none,0,1,0,1,0
117,116,null,Point,none,97,169,1,1,1,red,none,0,1,0,1,0
118,117,null,Point,none,78,129,1,1,1,red,none,0,1,0,1,0
119,118,null,Point,none,80,87,1,1,1,red,none,0,1,0,1,0
120,119,null,Point,none,106,66,1,1,1,red,none,0,1,0,1,0
121,120,null,Point,none,119,55,1,1,1,red,none,0,1,0,1,0
122,121,null,Point,none,133,49,1,1,1,red,none,0,1,0,1,0
123,122,null,Point,none,195,141,1,1,1,red,none,0,2,0,2,0
124,123,null,Point,none,181,154,1,1,1,red,none,0,1,0,1,0
125,124,null,Point,none,128,199,1,1,1,red,none,0,1,0,1,0
126,125,null,Point,none,114,181,1,1,1,red,none,0,1,0,1,0
127,126,null,Point,none,96,157,1,1,1,red,none,0,1,0,1,0
128,127,null,Point,none,77,145,1,1,1,red,none,0,1,0,1,0
129,128,null,Point,none,98,62,1,1,1,red,none,0,2,0,2,0
130,129,null,Point,none,163,49,1,1,1,red,none,0,2,0,2,0
131,130,null,Point,none,180,66,1,1,1,red,none,0,2,0,2,0
132,131,null,Point,none,195,116,1,1,1,red,none,0,2,0,2,0
133,132,null,Point,none,181,172,1,1,1,red,none,0,2,0,2,0
134,133,null,Point,none,160,209,1,1,1,red,none,0,3,0,3,0
135,134,null,Point,none,145,212,1,1,1,red,none,0,2,0,2,0
136,135,null,Point,none,74,123,1,1,1,red,none,0,1,0,1,0
137,136,null,Point,none,73,102,1,1,1,red,none,0,2,0,2,0
138,137,null,Point,none,84,79,1,1,1,red,none,0,1,0,1,0
139,138,null,Point,none,138,37,1,1,1,red,none,0,2,0,2,0
140,139,null,Point,none,193,82,1,1,1,red,none,0,2,0,2,0
141,140,null,Point,none,199,102,1,1,1,red,none,0,3,0,3,0
142,141,null,Point,none,195,149,1,1,1,red,none,0,2,0,2,0
143,142,null,Point,none,180,185,1,1,1,red,none,0,5,0,5,0
144,143,null,Point,none,167,200,1,1,1,red,none,0,3,0,3,0
145,144,null,Point,none,154,214,1,1,1,red,none,0,4,0,4,0
146,145,null,Point,none,113,196,1,1,1,red,none,0,1,0,1,0
147,146,null,Point,none,99,176,1,1,1,red,none,0,1,0,1,0
148,147,null,Point,none,70,143,1,1,1,red,none,0,1,0,1,0
149,148,null,Point,none,74,88,1,1,1,red,none,0,3,0,3,0
150,149,null,Point,none,146,32,1,1,1,red,none,0,4,0,4,0
151,150,null,Point,none,169,49,1,1,1,red,none,0,3,0,3,0
152,151,null,Point,none,186,71,1,1,1,red,none,0,3,0,3,0
153,152,null,Point,none,195,133,1,1,1,red,none,0,2,0,2,0
154,153,null,Point,none,137,212,1,1,1,red,none,0,2,0,2,0
155,154,null,Point,none,91,174,1,1,1,red,none,0,1,0,1,0
156,155,null,Point,none,81,161,1,1,1,red,none,0,1,0,1,0
157,156,null,Point,none,69,129,1,1,1,red,none,0,1,0,1,0
158,157,null,Point,none,85,71,1,1,1,red,none,0,2,0,2,0
159,158,null,Point,none,104,50,1,1,1,red,none,0,2,0,2,0
160,159,null,Point,none,115,40,1,1,1,red,none,0,3,0,3,0
161,160,null,Point,none,122,41,1,1,1,red,none,0,2,0,2,0
162,161,null,Point,none,193,90,1,1,1,red,none,0,2,0,2,0
163,162,null,Point,none,200,113,1,1,1,red,none,0,4,0,4,0
164,163,null,Point,none,188,171,1,1,1,red,none,0,4,0,4,0
165,164,null,Point,none,122,211,1,1,1,red,none,0,4,0,4,0
166,165,null,Point,none,109,188,1,1,1,red,none,0,1,0,1,0
167,166,null,Point,none,65,159,1,1,1,red,none,0,1,0,1,0
168,167,null,Point,none,69,109,1,1,1,red,none,0,2,0,2,0
169,168,null,Point,none,72,81,1,1,1,red,none,0,4,0,4,0
170,169,null,Point,none,98,55,1,1,1,red,none,0,3,0,3,0
171,170,null,Point,none,159,37,1,1,1,red,none,0,4,0,4,0
172,171,null,Point,none,169,46,1,1,1,red,none,0,5,0,5,0
173,172,null,Point,none,179,60,1,1,1,red,none,0,3,0,3,0
