 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,4.417,21.546,445,214,1015354,2281.694,1052.195,1873,1050,4095,155.672,90.964,9.942,1.018,0.231,1.027,155.756,91.032,9.925,151,87,5,10,9,11
2,3.822,20.232,385,195,874120,2270.442,1019.315,1875,1052,4095,100.499,138.816,9.761,0.967,0.235,1.001,100.495,138.839,9.698,97,133,5,9,11,10
