 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,5.807,25.303,585,254,1468463,2510.193,1125.670,2233,1053,4095,91.579,98.680,7.405,1.138,0.316,1.059,91.568,98.665,7.346,87,95,1,10,9,13
2,7.812,28.875,787,323,2073168,2634.267,1152.445,2450,1050,4095,130.488,129.078,5.482,1.228,0.257,1.218,130.535,129.076,5.148,126,124,1,11,11,12
