 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,0.019,163.363,3.971,116,199,0.262,0.093,0,3.134,2005445
2,0.019,163.738,3.847,118,180,0.262,0.093,0,3.141,2010044
3,0.019,162.976,4.057,114,182,0.262,0.093,0,3.14,2009824
4,0.019,163.405,4.027,112,181,0.262,0.093,0,3.134,2005963
5,0.019,159.93,4.217,134,183,0.262,0.093,0,3.068,1963304
6,0.019,164.858,3.7,121,186,0.262,0.093,0,3.162,2023791
7,0.019,28.293,10.362,20,103,0.262,0.093,0,0.543,347327
8,0.019,164.69,3.684,107,179,0.262,0.093,0,3.159,2021738
