 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,0.015,34.794,20.991,19,131,0.274,0.071,0,0.527,337503.000
2,0.015,161.112,4.114,85,181,0.274,0.071,0,2.442,1562788.000
3,0.015,45.637,27.349,20,144,0.274,0.071,0,0.692,442675.000
4,0.015,160.432,3.982,126,180,0.274,0.071,0,2.432,1556189.000
5,0.015,82.354,36.534,26,159,0.274,0.071,0,1.248,798838.000
6,0.015,161.298,3.784,119,186,0.274,0.071,0,2.445,1564590.000
7,0.015,119.953,26.542,42,162,0.274,0.071,0,1.818,1163542.000
8,0.015,159.670,3.744,127,181,0.274,0.071,0,2.420,1548802.000
