measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3485.0156,560.8276,1972.0312,3990.0312,7602.2152,229759
microtubule,2,3,3484.1094,618.773,1887.0312,3990.0312,7600.2961,229701
microtubule,3,3,3592.2031,374.2203,2633.0312,3990.0312,7829.1974,236619
microtubule,1,1,26.2969,13.8185,4.8281,60.8281,265.6949,8030
microtubule,2,1,30.5781,11.0927,6.8281,65.8281,274.7609,8304
microtubule,3,1,23.6562,12.1401,3.8281,60.8281,260.103,7861
microtubule,1,2,2335.5625,109.9382,2045.8906,2533.8906,5168.4105,156203
microtubule,2,2,2740.2656,164.6268,2295.8906,3034.8906,6025.4171,182104
microtubule,3,2,2568.2344,133.4146,2231.8906,2863.8906,5661.1206,171094
cytoplasm,1,3,183.75,31.4832,126.0312,242.0312,611.396,18478
cytoplasm,2,3,146.9219,29.7498,94.0312,224.0312,533.4081,16121
cytoplasm,3,3,202.1719,39.1038,122.0312,355.0312,650.4065,19657
cytoplasm,1,1,16.0312,9.6002,-3.1719,45.8281,243.9562,7373
cytoplasm,2,1,12.9062,8.5863,-3.1719,43.8281,237.3386,7173
cytoplasm,3,1,18.4219,9.9789,3.8281,46.8281,249.0186,7526
cytoplasm,1,2,1617.9219,67.9939,1476.8906,1742.8906,3648.7218,110274
cytoplasm,2,2,1145.3594,176.623,755.8906,1471.8906,2648.015,80030
cytoplasm,3,2,1824.75,117.9043,1567.8906,2039.8906,4086.7048,123511
