measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2732.4531,567.6633,1660.1562,3704.1562,6010.4283,181651
microtubule,2,3,1030.6406,236.5774,516.1562,1538.1562,2406.6397,72735
microtubule,3,3,1624.4531,373.7957,729.1562,2353.1562,3664.1077,110739
microtubule,1,1,29.7656,12.9773,3.2188,60.2188,274.3308,8291
microtubule,2,1,8.9844,5.9301,-6.7812,23.2188,230.324,6961
microtubule,3,1,16.6562,7.224,2.2188,34.2188,246.5701,7452
microtubule,1,2,171.5469,22.6047,125.8438,213.8438,583.8339,17645
microtubule,2,2,146.0156,32.035,83.8438,247.8438,529.7684,16011
microtubule,3,2,128.0469,16.2189,94.8438,161.8438,491.7175,14861
cytoplasm,1,3,146.5469,25.3387,82.1562,215.1562,534.4669,16153
cytoplasm,2,3,177.9375,32.8757,116.1562,256.1562,600.9403,18162
cytoplasm,3,3,215.0781,63.5761,111.1562,385.1562,679.5899,20539
cytoplasm,1,1,14.75,8.4214,-0.7812,36.2188,242.5334,7330
cytoplasm,2,1,17.7969,14.2715,1.2188,70.2188,248.9855,7525
cytoplasm,3,1,25.4375,12.8105,2.2188,59.2188,265.1655,8014
cytoplasm,1,2,99.5625,12.2584,73.8438,128.8438,431.3985,13038
cytoplasm,2,2,96.3594,17.1631,51.8438,135.8438,424.6155,12833
cytoplasm,3,2,115.6719,16.2144,81.8438,149.8438,465.512,14069
