measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3950.875,118.7481,3396.5469,3990.5469,8587.6355,259541
microtubule,2,3,3989.0156,12.25,3892.5469,3990.5469,8668.4028,261982
microtubule,3,3,3492.5156,499.6008,2322.5469,3990.5469,7617.0055,230206
microtubule,1,1,43.0781,14.4132,11.6562,86.6562,303.7127,9179
microtubule,2,1,24.8438,8.7811,8.6562,48.6562,265.0993,8012
microtubule,3,1,48.1406,15.7278,10.6562,83.6562,314.4332,9503
microtubule,1,2,716.6875,37.1996,643.6875,809.6875,1734.3291,52416
microtubule,2,2,629.7812,41.4877,548.6875,729.6875,1550.2948,46854
microtubule,3,2,681.1719,43.4529,585.6875,768.6875,1659.1205,50143
cytoplasm,1,3,448.3594,53.0423,327.5469,573.5469,1170.6457,35380
cytoplasm,2,3,575.875,172.7549,294.5469,916.5469,1440.675,43541
cytoplasm,3,3,606.6562,100.1496,414.5469,809.5469,1505.858,45511
cytoplasm,1,1,46.3125,15.6309,14.6562,88.6562,310.5619,9386
cytoplasm,2,1,30.5,13.8544,1.6562,64.6562,277.0771,8374
cytoplasm,3,1,41.7188,16.5576,14.6562,78.6562,300.8341,9092
cytoplasm,1,2,633.6562,42.0106,550.6875,745.6875,1558.5006,47102
cytoplasm,2,2,646.2188,43.3564,476.6875,745.6875,1585.1032,47906
cytoplasm,3,2,680.25,41.7159,576.6875,763.6875,1657.1684,50084
