measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1657.0781,456.8806,756.2656,2458.2656,3834.609,115892
microtubule,2,3,1905.8125,656.5618,588.2656,3168.2656,4361.3334,131811
microtubule,3,3,1054.2656,411.691,241.2656,2039.2656,2558.0824,77312
microtubule,1,1,15.8125,8.9965,0.8281,45.8281,243.493,7359
microtubule,2,1,14.2812,8.4477,-2.1719,33.8281,240.2504,7261
microtubule,3,1,12.1562,8.4816,-0.1719,39.8281,235.7504,7125
microtubule,1,2,353.8906,39.1288,265.5156,433.5156,970.6631,29336
microtubule,2,2,340.125,38.07,264.5156,423.5156,941.5128,28455
microtubule,3,2,339.4219,34.5964,253.5156,436.5156,940.0238,28410
cytoplasm,1,3,227.1875,43.8675,156.2656,368.2656,806.647,24379
cytoplasm,2,3,150.8438,43.6671,82.2656,276.2656,644.9801,19493
cytoplasm,3,3,232.6094,40.9569,151.2656,322.2656,818.1284,24726
cytoplasm,1,1,23.5625,15.5933,0.8281,76.8281,259.9045,7855
cytoplasm,2,1,15.4531,11.369,-0.1719,51.8281,242.732,7336
cytoplasm,3,1,19.3594,9.2616,0.8281,44.8281,251.0039,7586
cytoplasm,1,2,328.9531,34.7398,261.5156,405.5156,917.855,27740
cytoplasm,2,2,270.7188,32.192,196.5156,337.5156,794.5369,24013
cytoplasm,3,2,279.8594,33.8194,185.5156,353.5156,813.8932,24598
