measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3693.875,418.4591,2317.5781,3990.5781,8043.3415,243091
microtubule,2,3,3514.2656,693.5602,1311.5781,3990.5781,7662.9975,231596
microtubule,3,3,3629.3281,460.9555,2541.5781,3990.5781,7906.6559,238960
microtubule,1,1,46.9531,18.7613,12.5625,102.5625,312.117,9433
microtubule,2,1,32.7344,13.3768,8.5625,64.5625,282.0071,8523
microtubule,3,1,36.7188,14.8273,7.5625,72.5625,290.4445,8778
microtubule,1,2,1429.3438,67.1939,1224.7969,1559.7969,3247.4663,98147
microtubule,2,2,1354.7031,86.5477,1088.7969,1520.7969,3089.406,93370
microtubule,3,2,1301.6719,148.8394,997.7969,1580.7969,2977.1061,89976
cytoplasm,1,3,630.9062,48.3417,528.5781,768.5781,1557.144,47061
cytoplasm,2,3,501.5469,52.2892,401.5781,648.5781,1283.2103,38782
cytoplasm,3,3,622.6562,61.4668,510.5781,784.5781,1539.6737,46533
cytoplasm,1,1,29.6875,13.7408,0.5625,64.5625,275.555,8328
cytoplasm,2,1,31.4688,10.6692,10.5625,55.5625,279.327,8442
cytoplasm,3,1,29.7812,10.233,10.5625,52.5625,275.7536,8334
cytoplasm,1,2,1051.4219,95.696,859.7969,1219.7969,2447.1722,73960
cytoplasm,2,2,1270.7969,57.1387,1158.7969,1409.7969,2911.7246,88000
cytoplasm,3,2,1300.2969,57.0129,1188.7969,1507.7969,2974.1944,89888
