measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3867.0469,269.358,2657.1406,3987.1406,8417.3327,254394
microtubule,2,3,3521,643.9539,1574.1406,3987.1406,7684.5376,232247
microtubule,3,3,3603.6875,747.4057,1501.1406,3987.1406,7859.6381,237539
microtubule,1,1,31.2188,12.8226,10.0625,64.0625,277.7388,8394
microtubule,2,1,24.875,8.703,8.0625,47.0625,264.3052,7988
microtubule,3,1,38.0938,18.5129,9.0625,91.0625,292.2974,8834
microtubule,1,2,947.7969,61.7113,791.4844,1061.4844,2226.2782,67284
microtubule,2,2,901.2344,56.7887,722.4844,1028.4844,2127.6766,64304
microtubule,3,2,980.2656,54.0918,861.4844,1074.4844,2295.0346,69362
cytoplasm,1,3,765.3594,45.7739,659.1406,881.1406,1849.1437,55886
cytoplasm,2,3,655.0625,93.7449,483.1406,856.1406,1615.577,48827
cytoplasm,3,3,723.3125,60.8108,582.1406,863.1406,1760.1045,53195
cytoplasm,1,1,21.6406,10.3369,7.0625,53.0625,257.456,7781
cytoplasm,2,1,28.6406,10.7582,9.0625,59.0625,272.2793,8229
cytoplasm,3,1,40.4844,12.1522,15.0625,67.0625,297.3599,8987
cytoplasm,1,2,769.7031,45.7739,663.4844,885.4844,1849.1437,55886
cytoplasm,2,2,659.4062,93.7449,487.4844,860.4844,1615.577,48827
cytoplasm,3,2,727.6562,60.8108,586.4844,867.4844,1760.1045,53195
