measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2031.4844,455.2651,824.6875,2742.6875,4603.2712,139123
microtubule,2,3,1857.6875,287.2733,1261.6875,2297.6875,4235.2358,128000
microtubule,3,3,1305.6875,223.5114,628.6875,1698.6875,3066.3107,92672
microtubule,1,1,26.0156,10.8092,7.9688,58.9688,269.0367,8131
microtubule,2,1,31.3906,11.6793,8.9688,67.9688,280.4189,8475
microtubule,3,1,26.6562,14.3049,-1.0312,65.9688,270.3933,8172
microtubule,1,2,2829.4688,163.9211,2513.0156,3183.0156,6228.8738,188253
microtubule,2,2,2545.2969,89.8191,2333.0156,2738.0156,5627.1064,170066
microtubule,3,2,1929.3438,129.9099,1566.0156,2151.0156,4322.753,130645
cytoplasm,1,3,440.0625,66.9004,331.6875,630.6875,1233.2477,37272
cytoplasm,2,3,248.2188,44.4708,145.6875,342.6875,826.996,24994
cytoplasm,3,3,53.2344,39.4594,-6.3125,182.6875,414.0936,12515
cytoplasm,1,1,24.25,10.7297,1.9688,50.9688,265.2978,8018
cytoplasm,2,1,27.8906,13.1587,5.9688,73.9688,273.0073,8251
cytoplasm,3,1,9.5781,6.8467,-4.0312,25.9688,234.2284,7079
cytoplasm,1,2,2253.5469,291.8568,1467.0156,2782.0156,5009.2913,151394
cytoplasm,2,2,2429.5781,174.1698,1852.0156,2689.0156,5382.0583,162660
cytoplasm,3,2,1382.0156,169.9675,1057.0156,1729.0156,3163.7212,95616
