measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3055.2812,511.2724,1881.5156,3838.5156,6773.7634,204721
microtubule,2,3,2018.7812,699.6186,685.5156,3497.5156,4578.8524,138385
microtubule,3,3,2672.1562,572.1647,1438.5156,3859.5156,5962.451,180201
microtubule,1,1,50.5469,33.9444,12.875,169.875,316.9478,9579
microtubule,2,1,22.3438,10.9036,2.875,48.875,257.2244,7774
microtubule,3,1,22.125,13.7656,4.875,61.875,256.7612,7760
microtubule,1,2,810.4219,67.3965,647.9062,999.9062,1932.3594,58401
microtubule,2,2,597.2031,51.8376,464.9062,705.9062,1480.8436,44755
microtubule,3,2,768.3906,59.7492,635.9062,894.9062,1843.3533,55711
cytoplasm,1,3,206.6094,38.4422,136.5156,313.5156,741.3648,22406
cytoplasm,2,3,182.8906,38.3582,124.5156,276.5156,691.1375,20888
cytoplasm,3,3,308.8594,98.6006,126.5156,555.5156,957.8912,28950
cytoplasm,1,1,32.6719,13.5121,8.875,65.875,279.0954,8435
cytoplasm,2,1,22.0938,10.516,2.875,45.875,256.695,7758
cytoplasm,3,1,27.3281,13.4553,4.875,56.875,267.7794,8093
cytoplasm,1,2,835.0781,53.3201,742.9062,1007.9062,1984.5719,59979
cytoplasm,2,2,659.9062,87.3635,460.9062,825.9062,1613.6248,48768
cytoplasm,3,2,718.1875,73.9085,571.9062,880.9062,1737.0423,52498
