measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3953.75,91.6177,3626.4375,3989.4375,8596.0729,259796
microtubule,2,3,3772.7031,353.8063,2890.4375,3989.4375,8212.6848,248209
microtubule,3,3,3949.3281,155.2647,3071.4375,3989.4375,8586.709,259513
microtubule,1,1,30.4531,19.532,6.6562,85.6562,276.9778,8371
microtubule,2,1,34.1406,12.624,8.6562,62.6562,284.7865,8607
microtubule,3,1,49.3594,23.7652,8.6562,112.6562,317.014,9581
microtubule,1,2,935.4062,68.9065,790.2969,1094.2969,2198.319,66439
microtubule,2,2,964.2188,67.9207,820.2969,1124.2969,2259.3329,68283
microtubule,3,2,1054.5781,81.0574,884.2969,1242.2969,2450.6795,74066
cytoplasm,1,3,430.9219,67.5503,294.4375,628.4375,1136.0689,34335
cytoplasm,2,3,446.6094,76.4765,325.4375,702.4375,1169.2891,35339
cytoplasm,3,3,456.8594,72.447,324.4375,642.4375,1190.9946,35995
cytoplasm,1,1,34.75,13.8274,13.6562,70.6562,286.0769,8646
cytoplasm,2,1,32.1719,13.3571,5.6562,59.6562,280.6175,8481
cytoplasm,3,1,19.5156,10.6605,-2.3438,56.6562,253.8164,7671
cytoplasm,1,2,665.6094,44.3832,567.2969,755.2969,1626.9923,49172
cytoplasm,2,2,697.2344,67.519,558.2969,840.2969,1693.962,51196
cytoplasm,3,2,654.8594,48.5412,538.2969,773.2969,1604.2279,48484
