measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3781.6875,429.8836,1878,3990,8230.5191,248748
microtubule,2,3,3090.7344,736.6775,1542,3990,6767.3444,204527
microtubule,3,3,3620.0469,594.5962,1985,3990,7888.226,238403
microtubule,1,1,36.0781,9.869,14.5938,64.5938,286.9041,8671
microtubule,2,1,26.6875,13.8056,6.5938,74.5938,267.0184,8070
microtubule,3,1,30.3906,11.5788,9.5938,60.5938,274.8602,8307
microtubule,1,2,1836.8125,94.9567,1662.4219,2124.4219,4106.8883,124121
microtubule,2,2,1496.625,131.9536,1222.4219,1749.4219,3386.5012,102349
microtubule,3,2,1818.9062,85.938,1577.4219,1968.4219,4068.9697,122975
cytoplasm,1,3,535.4688,72.8963,403,691,1356.2681,40990
cytoplasm,2,3,497.4219,96.3326,344,785,1275.6994,38555
cytoplasm,3,3,446.2188,135.5532,256,873,1167.2707,35278
cytoplasm,1,1,21.9062,9.9249,3.5938,50.5938,256.8935,7764
cytoplasm,2,1,44.6875,18.2119,11.5938,91.5938,305.1355,9222
cytoplasm,3,1,23.8438,9.7753,8.5938,41.5938,260.9964,7888
cytoplasm,1,2,836.4219,135.3601,553.4219,1128.4219,1988.4432,60096
cytoplasm,2,2,1759.0312,192.5274,1274.4219,2104.4219,3942.1774,119143
cytoplasm,3,2,1341.9375,202.0869,932.4219,1709.4219,3058.9322,92449
