measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3224.1094,605.911,1786.7188,3942.7188,7149.9053,216089
microtubule,2,3,3309.3281,786.5123,1286.7188,3942.7188,7330.366,221543
microtubule,3,3,3724.8125,324.7205,2733.7188,3942.7188,8210.2032,248134
microtubule,1,1,32.1562,14.0429,7.3438,73.3438,279.1285,8436
microtubule,2,1,49.2188,14.2634,20.3438,81.3438,315.2604,9528
microtubule,3,1,45.0312,14.8323,20.3438,83.3438,306.3928,9260
microtubule,1,2,416.0781,39.9033,336.4531,520.4531,1223.189,36968
microtubule,2,2,447.2188,34.7995,362.4531,524.4531,1289.133,38961
microtubule,3,2,484.2188,41.4513,364.4531,604.4531,1367.4849,41329
cytoplasm,1,3,371.6562,63.6061,275.7188,534.7188,1109.4994,33532
cytoplasm,2,3,286,41.851,205.7188,382.7188,928.1122,28050
cytoplasm,3,3,627.0469,130.5417,360.7188,893.7188,1650.3192,49877
cytoplasm,1,1,35.1719,12.8737,8.3438,61.3438,285.5145,8629
cytoplasm,2,1,30.9531,13.4608,6.3438,68.3438,276.5808,8359
cytoplasm,3,1,23.2344,9.038,7.3438,47.3438,260.2354,7865
cytoplasm,1,2,364.5469,47.8419,272.4531,459.4531,1114.0655,33670
cytoplasm,2,2,321.0469,37.1615,227.4531,410.4531,1021.9492,30886
cytoplasm,3,2,343.4844,38.4786,254.4531,402.4531,1069.4632,32322
