measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2917.3594,683.535,1223.2656,3863.2656,6668.5773,201542
microtubule,2,3,3358.5781,517.3948,2225.2656,3863.2656,7602.9101,229780
microtubule,3,3,3404.6094,505.128,2225.2656,3863.2656,7700.3867,232726
microtubule,1,1,32.7812,14.2884,3.2656,68.2656,282.7351,8545
microtubule,2,1,37.25,14.9725,9.2656,89.2656,292.1982,8831
microtubule,3,1,43.5469,21.8359,10.2656,99.2656,305.5326,9234
microtubule,1,2,855.0781,53.149,748.375,966.375,2034.4021,61485
microtubule,2,2,946.8125,48.6255,848.375,1058.375,2228.6605,67356
microtubule,3,2,1171.5938,57.005,1062.375,1327.375,2704.6613,81742
cytoplasm,1,3,587.0938,109.1922,342.2656,769.2656,1733.9651,52405
cytoplasm,2,3,605.1406,80.9559,430.2656,764.2656,1772.1815,53560
cytoplasm,3,3,597.6875,68.8066,423.2656,729.2656,1756.3986,53083
cytoplasm,1,1,26.4688,12.7219,1.2656,68.2656,269.3676,8141
cytoplasm,2,1,25.1562,16.9126,1.2656,70.2656,266.5882,8057
cytoplasm,3,1,20.0469,9.0632,3.2656,41.2656,255.7685,7730
cytoplasm,1,2,713.2031,109.1922,468.375,895.375,1733.9651,52405
cytoplasm,2,2,731.25,80.9559,556.375,890.375,1772.1815,53560
cytoplasm,3,2,723.7969,68.8066,549.375,855.375,1756.3986,53083
