measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,430.0781,197.6861,104.75,745.75,1169.6199,35349
microtubule,2,3,600.7344,139.4608,272.75,817.75,1531.0047,46271
microtubule,3,3,560.3281,119.5096,171.75,733.75,1445.4397,43685
microtubule,1,1,21.1562,15.2745,0.8906,72.8906,254.6766,7697
microtubule,2,1,19.9688,9.8855,1.8906,41.8906,252.162,7621
microtubule,3,1,25.6875,22.8155,1.8906,159.8906,264.2721,7987
microtubule,1,2,314.3438,23.3153,273.3594,390.3594,880.896,26623
microtubule,2,2,466.375,35.0698,404.3594,552.3594,1202.8401,36353
microtubule,3,2,391.8906,23.5594,343.3594,455.3594,1045.1106,31586
cytoplasm,1,3,33.5938,29.8255,-4.25,117.75,330.0175,9974
cytoplasm,2,3,29.6094,14.9601,0.75,63.75,321.5801,9719
cytoplasm,3,3,57.9844,22.7664,14.75,108.75,381.6675,11535
cytoplasm,1,1,10.5625,10.9095,-5.1094,50.8906,232.2431,7019
cytoplasm,2,1,12.8438,8.6013,-0.1094,40.8906,237.0739,7165
cytoplasm,3,1,10.3281,6.5146,-2.1094,26.8906,231.7468,7004
cytoplasm,1,2,145.5625,30.8952,79.3594,223.3594,523.4818,15821
cytoplasm,2,2,281.5,40.4506,214.3594,384.3594,811.3455,24521
cytoplasm,3,2,226.1719,23.5782,182.3594,302.3594,694.1816,20980
