measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2610.8906,597.8701,1158,3766,5799.9238,175289
microtubule,2,3,3121.8906,773.8445,1241,3967,6882.0266,207993
microtubule,3,3,3037.375,702.2939,1498,3967,6703.0548,202584
microtubule,1,1,29.5469,11.0721,3.1562,49.1562,271.8823,8217
microtubule,2,1,22.8906,10.5488,-1.8438,52.1562,257.7869,7791
microtubule,3,1,26.9531,9.3234,8.1562,51.1562,266.3897,8051
microtubule,1,2,660.2188,38.2079,561.7344,729.7344,1623.121,49055
microtubule,2,2,624.9375,39.379,528.7344,707.7344,1548.4088,46797
microtubule,3,2,707.7656,49.1476,560.7344,834.7344,1723.8072,52098
cytoplasm,1,3,377.3125,43.6403,281,490,1070.0588,32340
cytoplasm,2,3,549.0469,129.9016,310,945,1433.7266,43331
cytoplasm,3,3,359.8594,76.7426,252,600,1033.0998,31223
cytoplasm,1,1,24.5469,11.4151,6.1562,55.1562,261.2942,7897
cytoplasm,2,1,29.7188,14.2994,1.1562,73.1562,272.2463,8228
cytoplasm,3,1,15.2969,7.4724,5.1562,40.1562,241.7062,7305
cytoplasm,1,2,470.1875,53.5101,322.7344,556.7344,1220.7075,36893
cytoplasm,2,2,488.1562,48.793,365.7344,599.7344,1258.7584,38043
cytoplasm,3,2,359.2031,47.2655,261.7344,440.7344,985.685,29790
