measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2055.7656,600.0138,822.4531,2864.4531,4570.4812,138132
microtubule,2,3,2626.6094,605.1449,1054.4531,3875.4531,5779.3102,174666
microtubule,3,3,2284.8438,493.8419,862.4531,3003.4531,5055.5812,152793
microtubule,1,1,21.4531,11.8937,3.9531,54.9531,255.173,7712
microtubule,2,1,59.1719,33.4709,14.9531,186.9531,335.0469,10126
microtubule,3,1,33.2188,13.0703,6.9531,71.9531,280.0881,8465
microtubule,1,2,930.5625,65.7986,812.0938,1078.0938,2184.2567,66014
microtubule,2,2,1068.3594,60.8332,931.0938,1202.0938,2476.0578,74833
microtubule,3,2,1017.6562,53.7711,913.0938,1113.0938,2368.688,71588
cytoplasm,1,3,231.4844,42.2145,146.4531,338.4531,707.3506,21378
cytoplasm,2,3,170.4375,31.7062,121.4531,284.4531,578.0766,17471
cytoplasm,3,3,553.3125,138.8925,302.4531,1010.4531,1388.8596,41975
cytoplasm,1,1,16.75,10.2928,-1.0469,40.9531,245.2135,7411
cytoplasm,2,1,12.3438,6.6943,-2.0469,31.9531,235.8828,7129
cytoplasm,3,1,27.6406,12.407,1.9531,63.9531,268.2757,8108
cytoplasm,1,2,722.3281,53.7288,590.0938,853.0938,1743.2959,52687
cytoplasm,2,2,671.7344,66.1934,542.0938,814.0938,1636.1576,49449
cytoplasm,3,2,794.0469,62.6967,632.0938,961.0938,1895.1688,57277
