measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3804.4219,422.1044,1837.4531,3987.4531,8284.0551,250366
microtubule,2,3,3833.5938,370.0213,2151.4531,3987.4531,8345.83,252233
microtubule,3,3,3920.5156,256.0947,2453.4531,3987.4531,8529.8973,257796
microtubule,1,1,35.4375,13.5596,9.5312,74.5312,285.6799,8634
microtubule,2,1,31.1719,12.9362,4.5312,62.5312,276.6469,8361
microtubule,3,1,48.0312,49.856,13.5312,249.5312,312.3486,9440
microtubule,1,2,378.1094,36.098,284.2344,486.2344,1014.0743,30648
microtubule,2,2,423.1094,28.5927,368.2344,481.2344,1109.3671,33528
microtubule,3,2,447.0625,28.3199,381.2344,520.2344,1160.0907,35061
cytoplasm,1,3,642.2969,128.4299,395.4531,936.4531,1587.8826,47990
cytoplasm,2,3,400.2969,73.6513,245.4531,549.4531,1075.419,32502
cytoplasm,3,3,935.1562,170.0127,567.4531,1306.4531,2208.0468,66733
cytoplasm,1,1,27.6875,12.5574,5.5312,60.5312,269.2684,8138
cytoplasm,2,1,17.0625,7.7398,1.5312,34.5312,246.7687,7458
cytoplasm,3,1,20.5625,11.4323,-3.4688,48.5312,254.1803,7682
cytoplasm,1,2,284.2812,31.003,215.2344,376.2344,815.3822,24643
cytoplasm,2,2,287.0312,32.6886,211.2344,366.2344,821.2056,24819
cytoplasm,3,2,304.7188,31.7185,231.2344,371.2344,858.661,25951
