measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3207.9531,790.9583,1311.25,3991.25,7012.9219,211949
microtubule,2,3,3797.9531,335.5031,2489.25,3991.25,8262.3164,249709
microtubule,3,3,3449.9531,650.026,1729.25,3991.25,7525.3854,227437
microtubule,1,1,22.5938,11.2526,4.4219,53.4219,256.5957,7755
microtubule,2,1,21,8.8601,3.4219,44.4219,253.2208,7653
microtubule,3,1,25.75,10.529,4.4219,54.4219,263.2795,7957
microtubule,1,2,292.6875,28.3571,229.1875,375.1875,833.2826,25184
microtubule,2,2,296.9062,22.6684,251.1875,344.1875,842.2163,25454
microtubule,3,2,319.1719,26.6151,250.1875,371.1875,889.3664,26879
cytoplasm,1,3,309.3281,25.6882,248.25,388.25,874.7416,26437
cytoplasm,2,3,278.5,22.5177,231.25,331.25,809.4594,24464
cytoplasm,3,3,229.6875,28.2993,175.25,303.25,706.0932,21340
cytoplasm,1,1,34.9375,12.2124,16.4219,68.4219,282.7351,8545
cytoplasm,2,1,27.5312,9.5803,9.4219,50.4219,267.0515,8071
cytoplasm,3,1,32,12.4669,7.4219,61.4219,276.5146,8357
cytoplasm,1,2,312.2656,25.6882,251.1875,391.1875,874.7416,26437
cytoplasm,2,2,281.4375,22.5177,234.1875,334.1875,809.4594,24464
cytoplasm,3,2,232.625,28.2993,178.1875,306.1875,706.0932,21340
