measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3285.0312,354.4537,2332.5625,3990.5625,7177.5997,216926
microtubule,2,3,2529.3906,282.0023,1909.5625,3035.5625,5577.4416,168565
microtubule,3,3,2685.375,155.9149,2311.5625,3019.5625,5907.7569,178548
microtubule,1,1,22.4062,9.0167,3.1562,42.1562,258.8788,7824
microtubule,2,1,25.5625,10.1773,2.1562,55.1562,265.5625,8026
microtubule,3,1,119.9219,118.6492,17.1562,447.1562,465.3796,14065
microtubule,1,2,869.4062,58.6243,731.7969,1036.7969,2057.4974,62183
microtubule,2,2,860.2344,47.9689,705.7969,989.7969,2038.0749,61596
microtubule,3,2,956.1875,65.7467,828.7969,1073.7969,2241.2669,67737
cytoplasm,1,3,318.0938,71.1439,179.5625,478.5625,894.7597,27042
cytoplasm,2,3,296.0938,33.8306,216.5625,375.5625,848.1721,25634
cytoplasm,3,3,392.5781,82.436,252.5625,611.5625,1052.4892,31809
cytoplasm,1,1,20.1875,9.6015,0.1562,45.1562,254.1803,7682
cytoplasm,2,1,16.9531,7.8905,1.1562,39.1562,247.3312,7475
cytoplasm,3,1,22.0312,10.3133,7.1562,54.1562,258.0847,7800
cytoplasm,1,2,653.6094,112.1535,428.7969,886.7969,1600.5221,48372
cytoplasm,2,2,833.6094,66.4066,662.7969,969.7969,1981.6933,59892
cytoplasm,3,2,640.6562,52.3168,516.7969,744.7969,1573.0923,47543
