measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2994.6562,747.5029,1614.5625,3988.5625,6566.9317,198470
microtubule,2,3,2809.0469,357.0243,2158.5625,3560.5625,6173.8819,186591
microtubule,3,3,2024.9531,372.3698,1148.5625,2640.5625,4513.471,136409
microtubule,1,1,24.3906,8.1551,6.8438,43.8438,261.6251,7907
microtubule,2,1,25.7188,11.8797,6.8438,66.8438,264.4375,7992
microtubule,3,1,18.6094,9.6966,1.8438,55.8438,249.3826,7537
microtubule,1,2,295.125,29.7513,230.4375,362.4375,842.1502,25452
microtubule,2,2,303.8281,28.0768,250.4375,368.4375,860.5801,26009
microtubule,3,2,262.1094,26.6041,201.4375,338.4375,772.2357,23339
cytoplasm,1,3,596.1094,64.7412,465.5625,739.5625,1487.7258,44963
cytoplasm,2,3,732.7969,79.1723,536.5625,892.5625,1777.1777,53711
cytoplasm,3,3,409.6875,56.5005,284.5625,552.5625,1092.9555,33032
cytoplasm,1,1,30.5781,14.2998,6.8438,69.8438,274.7278,8303
cytoplasm,2,1,27.9844,8.6756,8.8438,48.8438,269.2353,8137
cytoplasm,3,1,19.1562,10.0267,4.8438,54.8438,250.5407,7572
cytoplasm,1,2,287.3438,28.2229,232.4375,345.4375,825.6725,24954
cytoplasm,2,2,303.875,25.6112,257.4375,368.4375,860.6793,26012
cytoplasm,3,2,291.2188,28.7449,236.4375,357.4375,833.8782,25202
