measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3908.5,187.3476,2915.8594,3991.8594,8495.122,256745
microtubule,2,3,3519.1562,810.6278,928.8594,3991.8594,7670.6407,231827
microtubule,3,3,3902.4844,325.0215,2234.8594,3991.8594,8482.3833,256360
microtubule,1,1,29.4219,11.7943,7.8438,75.8438,272.2793,8229
microtubule,2,1,39.125,14.8008,13.8438,78.8438,292.8269,8850
microtubule,3,1,42.0625,13.543,16.8438,77.8438,299.0474,9038
microtubule,1,2,560.0938,37.0977,476.4844,653.4844,1403.1535,42407
microtubule,2,2,779.5625,54.4503,672.4844,885.4844,1867.9044,56453
microtubule,3,2,664.3281,42.4986,559.4844,745.4844,1623.8821,49078
cytoplasm,1,3,414.6719,34.189,344.8594,493.8594,1096.529,33140
cytoplasm,2,3,503.0625,121.5737,247.8594,708.8594,1283.7066,38797
cytoplasm,3,3,545.8438,112.2016,334.8594,734.8594,1374.3009,41535
cytoplasm,1,1,35.4062,15.1803,0.8438,72.8438,284.952,8612
cytoplasm,2,1,28.0938,11.6891,5.8438,58.8438,269.4669,8144
cytoplasm,3,1,26.1875,8.3366,8.8438,49.8438,265.4302,8022
cytoplasm,1,2,483.0156,45.7828,362.4844,587.4844,1239.9315,37474
cytoplasm,2,2,618.8438,62.4023,494.4844,766.4844,1527.5635,46167
cytoplasm,3,2,523.9375,53.5418,407.4844,629.4844,1326.5884,40093
