measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3039.875,762.5208,817.7188,3971.7188,6698.3563,202442
microtubule,2,3,2793.4688,605.1323,1342.7188,3716.7188,6176.562,186672
microtubule,3,3,2571.7812,472.1384,1696.7188,3651.7188,5707.1126,172484
microtubule,1,1,41.3594,17.0557,9.625,82.625,300.1393,9071
microtubule,2,1,33.5625,13.351,6.625,64.625,283.6284,8572
microtubule,3,1,33.9531,15.8886,6.625,85.625,284.4556,8597
microtubule,1,2,1351.6406,90.2224,1162.5625,1543.5625,3089.77,93381
microtubule,2,2,1231.7812,63.8921,1119.5625,1433.5625,2835.9536,85710
microtubule,3,2,1180.4062,132.7562,877.5625,1464.5625,2727.161,82422
cytoplasm,1,3,204.7344,37.8822,99.7188,301.7188,694.6118,20993
cytoplasm,2,3,143.7812,45.6331,56.7188,246.7188,565.5363,17092
cytoplasm,3,3,288.25,66.7972,168.7188,450.7188,871.4659,26338
cytoplasm,1,1,22.5938,10.9559,3.625,47.625,260.4008,7870
cytoplasm,2,1,25.0156,12.2922,6.625,65.625,265.5294,8025
cytoplasm,3,1,29.3281,15.1403,5.625,63.625,274.6617,8301
cytoplasm,1,2,1211.7344,67.0805,1057.5625,1370.5625,2793.502,84427
cytoplasm,2,2,789.4844,57.8488,670.5625,907.5625,1899.3378,57403
cytoplasm,3,2,1311.1406,102.3943,1056.5625,1493.5625,3004.0064,90789
