measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2686.6406,538.7282,1600.2812,3628.2812,6040.2073,182551
microtubule,2,3,1918.7031,424.1517,1106.2812,2713.2812,4414.0091,133403
microtubule,3,3,2346.9062,238.759,1632.2812,2820.2812,5320.7797,160808
microtubule,1,1,20.7969,10.2496,2.0625,48.0625,257.7869,7791
microtubule,2,1,19.8281,9.1126,1.0625,48.0625,255.7355,7729
microtubule,3,1,21.2031,9.54,3.0625,44.0625,258.6472,7817
microtubule,1,2,2210.75,123.9891,1903.9844,2483.9844,4914.4949,148529
microtubule,2,2,2397.4688,148.0055,2010.9844,2718.9844,5309.8938,160479
microtubule,3,2,2238.7031,90.3697,2030.9844,2444.9844,4973.6889,150318
cytoplasm,1,3,423.4219,88.0288,284.2812,682.2812,1247.5747,37705
cytoplasm,2,3,296.5312,56.5809,203.2812,429.2812,978.8689,29584
cytoplasm,3,3,401.6719,57.456,286.2812,561.2812,1201.5166,36313
cytoplasm,1,1,31.7812,15.0031,6.0625,69.0625,281.0476,8494
cytoplasm,2,1,28.25,12.2343,6.0625,60.0625,273.5698,8268
cytoplasm,3,1,24.9062,11.1087,1.0625,51.0625,266.489,8054
cytoplasm,1,2,2367.4688,124.0095,2018.9844,2579.9844,5246.3653,158559
cytoplasm,2,2,2444.5469,157.7164,2055.9844,2758.9844,5409.5873,163492
cytoplasm,3,2,1721.9062,122.7009,1418.9844,2091.9844,3879.3106,117243
