measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2288.9375,696.4324,789.4688,3271.4688,5066.3347,153118
microtubule,2,3,2058.6875,424.7978,1138.4688,2930.4688,4578.7532,138382
microtubule,3,3,2837.6875,510.0304,1772.4688,3820.4688,6228.3775,188238
microtubule,1,1,38.5625,12.9997,10.7188,82.7188,294.018,8886
microtubule,2,1,24.3594,12.7284,2.7188,55.7188,263.9412,7977
microtubule,3,1,28.0938,10.6287,2.7188,60.7188,271.8492,8216
microtubule,1,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
microtubule,2,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
microtubule,3,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
cytoplasm,1,3,93.2969,31.2408,24.4688,148.4688,416.8068,12597
cytoplasm,2,3,214.9375,59.6934,92.4688,377.4688,674.3951,20382
cytoplasm,3,3,70.9375,20.0491,33.4688,128.4688,369.4582,11166
cytoplasm,1,1,30.2969,11.6235,-0.2812,58.7188,276.5146,8357
cytoplasm,2,1,44.1406,20.2436,11.7188,103.7188,305.8303,9243
cytoplasm,3,1,26.4688,14.4716,3.7188,63.7188,268.4081,8112
cytoplasm,1,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
cytoplasm,2,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
cytoplasm,3,2,3978.5312,0,3978.5312,3978.5312,8671.6454,262080
