measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1235.4688,256.5746,775.9062,1861.9062,2834.5639,85668
microtubule,2,3,1800.9844,480.2281,690.9062,2628.9062,4032.1099,121861
microtubule,3,3,2116.5625,404.2146,1441.9062,2933.9062,4700.3838,142058
microtubule,1,1,15.2188,8.5782,-0.2344,42.7656,244.4856,7389
microtubule,2,1,30.7188,11.4135,7.7656,62.7656,277.3087,8381
microtubule,3,1,28.3281,10.9644,9.7656,59.7656,272.2463,8228
microtubule,1,2,290.2188,36.8502,209.7656,379.7656,833.1834,25181
microtubule,2,2,382.6406,34.3393,297.7656,445.7656,1028.8976,31096
microtubule,3,2,397.7344,50.4031,291.7656,492.7656,1060.8604,32062
cytoplasm,1,3,121.7344,30.8769,64.9062,231.9062,476.1001,14389
cytoplasm,2,3,116.2812,32.7644,40.9062,211.9062,464.5524,14040
cytoplasm,3,3,132.1094,34.4089,75.9062,211.9062,498.0704,15053
cytoplasm,1,1,33.375,13.6714,-2.2344,63.7656,282.9336,8551
cytoplasm,2,1,21.4375,11.8,3.7656,57.7656,257.6545,7787
cytoplasm,3,1,23.1406,12.8675,4.7656,56.7656,261.2611,7896
cytoplasm,1,2,343.2188,35.0179,267.7656,435.7656,945.4171,28573
cytoplasm,2,2,293.1094,33.3182,220.7656,375.7656,839.3046,25366
cytoplasm,3,2,203.1719,32.3325,144.7656,299.7656,648.8514,19610
