 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,337.444,50.708,216,512,16.009,14.242,1.435,1.435,695.122,57028.000
2,2.060,328.574,113.974,177,850,16.009,14.242,1.435,1.435,676.850,55529.000
3,2.060,1608.361,111.092,1300,1895,16.009,14.242,1.435,1.435,3313.164,271813.000
4,2.060,334.899,52.275,213,478,20.094,14.573,1.435,1.435,689.880,56598.000
5,2.060,378.041,107.852,191,773,20.094,14.573,1.435,1.435,778.751,63889.000
6,2.060,1610.041,108.703,1376,1876,20.094,14.573,1.435,1.435,3316.626,272097.000
7,2.060,308.793,62.727,216,534,18.217,21.087,1.435,1.435,636.102,52186.000
8,2.060,421.775,144.909,209,904,18.217,21.087,1.435,1.435,868.841,71280.000
9,2.060,1541.757,99.177,1268,1826,18.217,21.087,1.435,1.435,3175.964,260557.000
10,2.060,163.166,19.597,128,249,10.599,11.813,1.435,1.435,336.115,27575.000
11,2.060,218.834,71.376,130,547,10.599,11.813,1.435,1.435,450.791,36983.000
12,2.060,1475.426,155.748,1060,1777,10.599,11.813,1.435,1.435,3039.323,249347.000
13,2.060,161.349,21.511,119,234,25.614,13.580,1.435,1.435,332.373,27268.000
14,2.060,215.740,39.840,149,326,25.614,13.580,1.435,1.435,444.416,36460.000
15,2.060,1289.118,179.710,959,1785,25.614,13.580,1.435,1.435,2655.536,217861.000
16,2.060,162.124,22.221,121,243,10.709,23.185,1.435,1.435,333.970,27399.000
17,2.060,173.337,34.497,129,344,10.709,23.185,1.435,1.435,357.068,29294.000
18,2.060,1208.527,106.292,999,1558,10.709,23.185,1.435,1.435,2489.520,204241.000
19,2.060,110.675,6.059,94,127,6.955,31.024,1.435,1.435,227.986,18704.000
20,2.060,115.225,6.111,100,134,6.955,31.024,1.435,1.435,237.359,19473.000
21,2.060,178.663,13.695,148,219,6.955,31.024,1.435,1.435,368.039,30194.000
