 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,326.953,53.097,213,480,15.567,17.002,1.435,1.435,673.510,55255.000
2,2.060,382.249,93.145,194,680,15.567,17.002,1.435,1.435,787.418,64600.000
3,2.060,1911.361,120.858,1385,2161,15.567,17.002,1.435,1.435,3937.333,323020.000
4,2.060,283.757,42.483,185,381,17.665,19.983,1.435,1.435,584.530,47955.000
5,2.060,336.059,85.666,190,539,17.665,19.983,1.435,1.435,692.270,56794.000
6,2.060,1712.888,162.962,1406,2080,17.665,19.983,1.435,1.435,3528.485,289478.000
7,2.060,280.343,45.994,170,388,22.302,15.346,1.435,1.435,577.497,47378.000
8,2.060,284.964,61.636,157,441,22.302,15.346,1.435,1.435,587.016,48159.000
9,2.060,1856.491,107.918,1610,2109,22.302,15.346,1.435,1.435,3824.303,313747.000
10,2.060,187.515,27.492,135,276,17.886,8.280,1.435,1.435,386.274,31690.000
11,2.060,279.834,82.131,171,571,17.886,8.280,1.435,1.435,576.448,47292.000
12,2.060,1658.544,143.286,1416,2046,17.886,8.280,1.435,1.435,3416.540,280294.000
13,2.060,182.888,28.713,138,312,29.809,21.639,1.435,1.435,376.742,30908.000
14,2.060,272.935,74.452,155,539,29.809,21.639,1.435,1.435,562.236,46126.000
15,2.060,1348.982,104.860,1106,1601,29.809,21.639,1.435,1.435,2778.854,227978.000
16,2.060,177.290,30.848,130,286,18.106,28.374,1.435,1.435,365.211,29962.000
17,2.060,273.136,79.990,137,544,18.106,28.374,1.435,1.435,562.650,46160.000
18,2.060,1359.840,179.827,955,1713,18.106,28.374,1.435,1.435,2801.221,229813.000
19,2.060,107.024,5.779,94,130,26.828,34.446,1.435,1.435,220.465,18087.000
20,2.060,116.467,6.694,102,136,26.828,34.446,1.435,1.435,239.919,19683.000
21,2.060,114.704,5.643,103,133,26.828,34.446,1.435,1.435,236.286,19385.000
