 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,300.047,41.580,207,404,17.886,13.469,1.435,1.435,618.086,50708
2,2.060,429.296,117.059,235,777,17.886,13.469,1.435,1.435,884.334,72551
3,2.060,571.970,41.147,486,706,17.886,13.469,1.435,1.435,1178.238,96663
4,2.060,289.899,42.166,200,429,14.463,14.905,1.435,1.435,597.182,48993
5,2.060,427.580,130.411,209,883,14.463,14.905,1.435,1.435,880.799,72261
6,2.060,582.396,49.282,469,746,14.463,14.905,1.435,1.435,1199.715,98425
7,2.060,286.550,39.630,170,415,19.652,22.302,1.435,1.435,590.283,48427
8,2.060,424.751,139.003,222,962,19.652,22.302,1.435,1.435,874.972,71783
9,2.060,506.272,54.485,366,633,19.652,22.302,1.435,1.435,1042.902,85560
10,2.060,146.852,14.036,117,193,26.497,16.892,1.435,1.435,302.510,24818
11,2.060,255.201,57.987,165,412,26.497,16.892,1.435,1.435,525.705,43129
12,2.060,470.876,42.981,368,568,26.497,16.892,1.435,1.435,969.987,79578
13,2.060,148.592,19.731,109,205,13.911,24.620,1.435,1.435,306.093,25112
14,2.060,248.550,78.105,153,585,13.911,24.620,1.435,1.435,512.004,42005
15,2.060,489.669,48.173,376,655,13.911,24.620,1.435,1.435,1008.699,82754
16,2.060,161.485,17.298,122,211,9.605,16.561,1.435,1.435,332.654,27291
17,2.060,268.692,75.752,170,577,9.605,16.561,1.435,1.435,553.496,45409
18,2.060,463.988,39.825,370,585,9.605,16.561,1.435,1.435,955.799,78414
19,2.060,107.550,5.155,97,124,7.728,2.208,1.435,1.435,221.550,18176
20,2.060,119.083,7.216,100,142,7.728,2.208,1.435,1.435,245.306,20125
21,2.060,120.923,7.453,103,142,7.728,2.208,1.435,1.435,249.097,20436
