 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,321.899,45.447,232,435,22.522,16.561,1.435,1.435,663.101,54401.000
2,2.060,310.219,87.299,186,642,22.522,16.561,1.435,1.435,639.040,52427.000
3,2.060,522.355,34.980,407,638,22.522,16.561,1.435,1.435,1076.032,88278.000
4,2.060,322.195,55.283,213,501,20.094,19.321,1.435,1.435,663.710,54451.000
5,2.060,274.751,94.238,153,596,20.094,19.321,1.435,1.435,565.978,46433.000
6,2.060,546.036,39.726,439,646,20.094,19.321,1.435,1.435,1124.813,92280.000
7,2.060,317.651,41.144,247,503,16.781,13.138,1.435,1.435,654.349,53683.000
8,2.060,307.698,89.893,188,589,16.781,13.138,1.435,1.435,633.847,52001.000
9,2.060,546.237,38.022,457,667,16.781,13.138,1.435,1.435,1125.227,92314.000
10,2.060,178.716,25.214,136,249,10.599,18.106,1.435,1.435,368.148,30203.000
11,2.060,252.207,46.537,167,391,10.599,18.106,1.435,1.435,519.537,42623.000
12,2.060,445.278,39.273,322,570,10.599,18.106,1.435,1.435,917.257,75252.000
13,2.060,192.331,31.986,137,311,16.340,24.510,1.435,1.435,396.196,32504.000
14,2.060,240.751,56.394,151,409,16.340,24.510,1.435,1.435,495.939,40687.000
15,2.060,434.970,31.827,340,525,16.340,24.510,1.435,1.435,896.023,73510.000
16,2.060,180.994,23.271,130,241,19.652,25.614,1.435,1.435,372.841,30588.000
17,2.060,254.349,54.925,172,432,19.652,25.614,1.435,1.435,523.950,42985.000
18,2.060,410.840,40.942,317,551,19.652,25.614,1.435,1.435,846.316,69432.000
19,2.060,110.811,5.978,96,130,11.151,31.355,1.435,1.435,228.266,18727.000
20,2.060,132.260,10.420,111,167,11.151,31.355,1.435,1.435,272.451,22352.000
21,2.060,105.408,4.838,93,119,11.151,31.355,1.435,1.435,217.137,17814.000
