 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,401.219,62.271,220,580,14.242,14.463,1.435,1.435,826.496,67806.000
2,2.060,382.379,81.047,246,637,14.242,14.463,1.435,1.435,787.686,64622.000
3,2.060,1433.219,131.290,1119,1756,14.242,14.463,1.435,1.435,2952.378,242214.000
4,2.060,425.006,65.987,287,615,13.249,18.548,1.435,1.435,875.497,71826.000
5,2.060,426.473,118.671,256,793,13.249,18.548,1.435,1.435,878.519,72074.000
6,2.060,1476.467,88.617,1260,1695,13.249,18.548,1.435,1.435,3041.469,249523.000
7,2.060,456.574,86.928,286,632,21.418,19.210,1.435,1.435,940.526,77161.000
8,2.060,474.112,161.972,218,940,21.418,19.210,1.435,1.435,976.654,80125.000
9,2.060,1268.479,116.715,1047,1636,21.418,19.210,1.435,1.435,2613.021,214373.000
10,2.060,218.982,33.090,150,297,25.503,12.697,1.435,1.435,451.095,37008.000
11,2.060,251.243,86.486,156,588,25.503,12.697,1.435,1.435,517.551,42460.000
12,2.060,918.568,133.967,630,1174,25.503,12.697,1.435,1.435,1892.216,155238.000
13,2.060,204.160,32.397,147,328,14.684,9.716,1.435,1.435,420.562,34503.000
14,2.060,284.041,61.785,189,523,14.684,9.716,1.435,1.435,585.115,48003.000
15,2.060,1129.604,149.193,706,1497,14.684,9.716,1.435,1.435,2326.942,190903.000
16,2.060,183.047,30.210,135,315,17.554,26.276,1.435,1.435,377.071,30935.000
17,2.060,285.533,61.118,182,525,17.554,26.276,1.435,1.435,588.187,48255.000
18,2.060,1132.201,122.357,804,1379,17.554,26.276,1.435,1.435,2332.293,191342.000
19,2.060,105.941,4.710,93,120,24.068,3.975,1.435,1.435,218.234,17904.000
20,2.060,110.710,6.003,97,127,24.068,3.975,1.435,1.435,228.059,18710.000
21,2.060,112.592,6.099,98,132,24.068,3.975,1.435,1.435,231.935,19028.000
