 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,345.178,58.486,222,504,22.081,17.002,1.435,1.435,711.053,58335.000
2,2.060,655.462,181.871,386,1235,22.081,17.002,1.435,1.435,1350.227,110773.000
3,2.060,210.059,23.726,157,278,22.081,17.002,1.435,1.435,432.714,35500.000
4,2.060,388.970,58.040,261,558,21.418,20.314,1.435,1.435,801.265,65736.000
5,2.060,786.876,242.817,352,1605,21.418,20.314,1.435,1.435,1620.935,132982.000
6,2.060,212.621,30.347,160,307,21.418,20.314,1.435,1.435,437.992,35933.000
7,2.060,379.272,53.867,255,523,16.340,17.113,1.435,1.435,781.287,64097.000
8,2.060,807.592,233.497,392,1372,16.340,17.113,1.435,1.435,1663.609,136483.000
9,2.060,218.426,19.472,164,274,16.340,17.113,1.435,1.435,449.950,36914.000
10,2.060,166.385,22.764,124,246,15.567,9.826,1.435,1.435,342.746,28119.000
11,2.060,325.533,83.610,200,627,15.567,9.826,1.435,1.435,670.585,55015.000
12,2.060,198.036,23.484,149,269,15.567,9.826,1.435,1.435,407.946,33468.000
13,2.060,165.781,21.376,123,230,13.359,24.620,1.435,1.435,341.503,28017.000
14,2.060,325.296,75.526,189,519,13.359,24.620,1.435,1.435,670.098,54975.000
15,2.060,224.213,23.467,171,293,13.359,24.620,1.435,1.435,461.871,37892.000
16,2.060,164.053,22.412,121,231,21.308,26.387,1.435,1.435,337.944,27725.000
17,2.060,336.651,74.673,201,640,21.308,26.387,1.435,1.435,693.488,56894.000
18,2.060,201.728,19.298,155,265,21.308,26.387,1.435,1.435,415.552,34092.000
19,2.060,107.107,4.937,93,122,26.387,29.588,1.435,1.435,220.635,18101.000
20,2.060,122.888,7.055,105,147,26.387,29.588,1.435,1.435,253.144,20768.000
21,2.060,112.769,6.465,98,134,26.387,29.588,1.435,1.435,232.300,19058.000
