 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,267.065,38.347,182,378,18.106,14.684,1.435,1.435,550.144,45134.000
2,2.060,322.598,94.708,190,593,18.106,14.684,1.435,1.435,664.539,54519.000
3,2.060,125.544,7.762,107,147,18.106,14.684,1.435,1.435,258.617,21217.000
4,2.060,286.065,45.096,204,471,20.314,18.769,1.435,1.435,589.284,48345.000
5,2.060,318.095,91.766,181,622,20.314,18.769,1.435,1.435,655.263,53758.000
6,2.060,128.024,9.610,107,160,20.314,18.769,1.435,1.435,263.724,21636.000
7,2.060,298.627,48.729,211,434,15.015,20.756,1.435,1.435,615.161,50468.000
8,2.060,363.278,77.582,220,652,15.015,20.756,1.435,1.435,748.340,61394.000
9,2.060,126.254,8.605,107,148,15.015,20.756,1.435,1.435,260.080,21337.000
10,2.060,175.888,27.462,132,252,19.431,9.826,1.435,1.435,362.322,29725.000
11,2.060,252.178,52.590,162,515,19.431,9.826,1.435,1.435,519.476,42618.000
12,2.060,123.278,7.731,100,143,19.431,9.826,1.435,1.435,253.948,20834.000
13,2.060,166.272,23.916,117,232,25.835,22.964,1.435,1.435,342.515,28100.000
14,2.060,360.059,97.337,209,613,25.835,22.964,1.435,1.435,741.709,60850.000
15,2.060,124.811,9.080,103,146,25.835,22.964,1.435,1.435,257.105,21093.000
16,2.060,178.811,34.323,113,268,18.769,26.387,1.435,1.435,368.343,30219.000
17,2.060,292.781,77.710,160,596,18.769,26.387,1.435,1.435,603.118,49480.000
18,2.060,121.426,8.091,101,153,18.769,26.387,1.435,1.435,250.133,20521.000
19,2.060,107.728,5.668,90,124,21.087,30.030,1.435,1.435,221.915,18206.000
20,2.060,123.716,7.792,104,144,21.087,30.030,1.435,1.435,254.850,20908.000
21,2.060,102.260,4.105,92,119,21.087,30.030,1.435,1.435,210.653,17282.000
