 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,222.266,42.207,159,361,21.529,19.431,1.435,1.435,457.860,37563.000
2,2.060,336.485,69.335,226,597,21.529,19.431,1.435,1.435,693.147,56866.000
3,2.060,889.189,40.368,800,986,21.529,19.431,1.435,1.435,1831.697,150273.000
4,2.060,206.118,26.335,140,277,17.996,22.522,1.435,1.435,424.596,34834.000
5,2.060,385.462,109.165,178,634,17.996,22.522,1.435,1.435,794.037,65143.000
6,2.060,922.734,65.355,744,1102,17.996,22.522,1.435,1.435,1900.798,155942.000
7,2.060,198.746,26.036,146,267,16.009,16.229,1.435,1.435,409.409,33588.000
8,2.060,318.083,87.409,185,610,16.009,16.229,1.435,1.435,655.239,53756.000
9,2.060,892.651,67.185,688,1087,16.009,16.229,1.435,1.435,1838.828,150858.000
10,2.060,149.598,18.577,111,198,9.826,17.554,1.435,1.435,308.166,25282.000
11,2.060,283.361,86.617,180,587,9.826,17.554,1.435,1.435,583.713,47888.000
12,2.060,605.556,53.417,489,760,9.826,17.554,1.435,1.435,1247.424,102339.000
13,2.060,150.379,18.403,121,212,16.009,26.497,1.435,1.435,309.775,25414.000
14,2.060,259.095,57.009,171,417,16.009,26.497,1.435,1.435,533.726,43787.000
15,2.060,707.686,63.031,555,850,16.009,26.497,1.435,1.435,1457.808,119599.000
16,2.060,144.781,15.281,113,196,26.387,19.431,1.435,1.435,298.244,24468.000
17,2.060,263.112,90.214,163,720,26.387,19.431,1.435,1.435,542.002,44466.000
18,2.060,610.527,69.840,451,780,26.387,19.431,1.435,1.435,1257.662,103179.000
19,2.060,104.751,4.899,94,121,30.582,10.488,1.435,1.435,215.784,17703.000
20,2.060,109.710,5.481,98,127,30.582,10.488,1.435,1.435,225.999,18541.000
21,2.060,102.254,4.542,91,115,30.582,10.488,1.435,1.435,210.640,17281.000
