 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,426.095,69.653,275,632,21.198,18.106,1.435,1.435,877.739,72010.000
2,2.060,549.538,154.540,260,964,21.198,18.106,1.435,1.435,1132.029,92872.000
3,2.060,672.479,354.240,188,1638,21.198,18.106,1.435,1.435,1385.283,113649.000
4,2.060,406.183,74.730,288,675,18.658,20.204,1.435,1.435,836.723,68645.000
5,2.060,694.361,243.904,279,1253,18.658,20.204,1.435,1.435,1430.358,117347.000
6,2.060,784.213,207.515,332,1201,18.658,20.204,1.435,1.435,1615.450,132532.000
7,2.060,484.538,69.520,339,661,13.801,15.677,1.435,1.435,998.131,81887.000
8,2.060,873.704,245.606,509,1737,13.801,15.677,1.435,1.435,1799.798,147656.000
9,2.060,172.456,77.487,102,425,13.801,15.677,1.435,1.435,355.252,29145.000
10,2.060,164.083,15.842,133,214,16.009,10.268,1.435,1.435,338.005,27730.000
11,2.060,288.101,44.889,195,439,16.009,10.268,1.435,1.435,593.477,48689.000
12,2.060,111.438,6.762,98,135,16.009,10.268,1.435,1.435,229.558,18833.000
13,2.060,190.130,28.016,129,284,10.930,21.308,1.435,1.435,391.661,32132.000
14,2.060,370.408,143.134,208,934,10.930,21.308,1.435,1.435,763.027,62599.000
15,2.060,465.521,253.243,141,1168,10.930,21.308,1.435,1.435,958.956,78673.000
16,2.060,173.195,18.170,129,225,17.996,26.387,1.435,1.435,356.776,29270.000
17,2.060,327.308,72.469,214,621,17.996,26.387,1.435,1.435,674.242,55315.000
18,2.060,116.953,8.120,103,150,17.996,26.387,1.435,1.435,240.918,19765.000
19,2.060,106.828,4.898,94,121,10.157,6.072,1.435,1.435,220.063,18054.000
20,2.060,115.444,6.136,102,136,10.157,6.072,1.435,1.435,237.810,19510.000
21,2.060,102.314,4.003,91,121,10.157,6.072,1.435,1.435,210.762,17291.000
