 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,444.124,69.442,283,675,17.333,14.242,1.435,1.435,914.880,75057
2,2.060,858.604,242.435,470,1650,17.333,14.242,1.435,1.435,1768.692,145104
3,2.060,659.621,225.522,333,1209,17.333,14.242,1.435,1.435,1358.796,111476
4,2.060,456.509,73.734,317,681,15.236,15.567,1.435,1.435,940.392,77150
5,2.060,796.959,250.058,410,1476,15.236,15.567,1.435,1.435,1641.705,134686
6,2.060,582.935,131.627,324,875,15.236,15.567,1.435,1.435,1200.824,98516
7,2.060,449.473,69.382,317,631,18.990,20.977,1.435,1.435,925.899,75961
8,2.060,792.207,198.209,382,1288,18.990,20.977,1.435,1.435,1631.918,133883
9,2.060,268.574,85.660,117,449,18.990,20.977,1.435,1.435,553.252,45389
10,2.060,195.402,27.712,143,270,22.191,10.930,1.435,1.435,402.522,33023
11,2.060,317.580,86.666,190,701,22.191,10.930,1.435,1.435,654.203,53671
12,2.060,115.083,12.310,97,176,22.191,10.930,1.435,1.435,237.066,19449
13,2.060,202.562,29.347,149,285,10.488,15.125,1.435,1.435,417.271,34233
14,2.060,388.331,118.161,237,879,10.488,15.125,1.435,1.435,799.948,65628
15,2.060,125.544,28.263,99,270,10.488,15.125,1.435,1.435,258.617,21217
16,2.060,170.905,20.753,128,260,12.697,24.179,1.435,1.435,352.059,28883
17,2.060,378.071,98.266,221,646,12.697,24.179,1.435,1.435,778.812,63894
18,2.060,198.941,87.077,103,426,12.697,24.179,1.435,1.435,409.811,33621
19,2.060,112.231,6.716,91,134,3.754,10.930,1.435,1.435,231.191,18967
20,2.060,130.840,11.011,108,167,3.754,10.930,1.435,1.435,269.526,22112
21,2.060,176.249,16.387,141,219,3.754,10.930,1.435,1.435,363.065,29786
