 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,281.030,31.930,217,364,19.542,13.801,1.435,1.435,578.911,47494.000
2,2.060,336.769,105.386,200,818,19.542,13.801,1.435,1.435,693.732,56914.000
3,2.060,1351.314,62.778,1179,1512,19.542,13.801,1.435,1.435,2783.656,228372.000
4,2.060,290.787,35.547,227,403,16.450,14.132,1.435,1.435,599.010,49143.000
5,2.060,295.639,76.977,187,618,16.450,14.132,1.435,1.435,609.006,49963.000
6,2.060,1250.178,95.784,1036,1495,16.450,14.132,1.435,1.435,2575.320,211280.000
7,2.060,315.041,45.195,224,438,18.658,21.087,1.435,1.435,648.974,53242.000
8,2.060,343.698,72.760,218,610,18.658,21.087,1.435,1.435,708.006,58085.000
9,2.060,1558.822,72.971,1388,1745,18.658,21.087,1.435,1.435,3211.117,263441.000
10,2.060,179.627,24.370,131,256,23.847,13.028,1.435,1.435,370.025,30357.000
11,2.060,251.947,54.439,166,449,23.847,13.028,1.435,1.435,519.001,42579.000
12,2.060,853.751,111.409,500,1080,23.847,13.028,1.435,1.435,1758.697,144284.000
13,2.060,169.858,27.456,123,263,11.261,15.125,1.435,1.435,349.901,28706.000
14,2.060,340.373,66.607,212,591,11.261,15.125,1.435,1.435,701.155,57523.000
15,2.060,877.349,180.862,422,1195,11.261,15.125,1.435,1.435,1807.307,148272.000
16,2.060,167.970,20.488,119,226,13.359,22.633,1.435,1.435,346.013,28387.000
17,2.060,218.929,44.745,143,355,13.359,22.633,1.435,1.435,450.986,36999.000
18,2.060,911.036,170.265,610,1304,13.359,22.633,1.435,1.435,1876.700,153965.000
19,2.060,108.462,5.294,91,122,28.705,15.898,1.435,1.435,223.427,18330.000
20,2.060,120.414,7.726,105,143,28.705,15.898,1.435,1.435,248.049,20350.000
21,2.060,112.408,6.932,96,132,28.705,15.898,1.435,1.435,231.557,18997.000
