 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,476.331,88.663,285,722,20.314,15.898,1.435,1.435,981.225,80500.000
2,2.060,827.367,236.873,466,1774,20.314,15.898,1.435,1.435,1704.345,139825.000
3,2.060,181.219,18.740,144,230,20.314,15.898,1.435,1.435,373.304,30626.000
4,2.060,496.929,87.490,301,695,21.418,18.769,1.435,1.435,1023.655,83981.000
5,2.060,852.473,218.054,442,1644,21.418,18.769,1.435,1.435,1756.064,144068.000
6,2.060,202.000,21.716,156,267,21.418,18.769,1.435,1.435,416.113,34138.000
7,2.060,503.479,71.009,315,714,15.346,20.094,1.435,1.435,1037.149,85088.000
8,2.060,1278.296,560.290,504,3023,15.346,20.094,1.435,1.435,2633.242,216032.000
9,2.060,185.846,22.619,145,266,15.346,20.094,1.435,1.435,382.836,31408.000
10,2.060,196.456,26.715,144,286,24.399,22.964,1.435,1.435,404.691,33201.000
11,2.060,355.627,92.707,230,814,24.399,22.964,1.435,1.435,732.579,60101.000
12,2.060,187.911,19.643,153,257,24.399,22.964,1.435,1.435,387.090,31757.000
13,2.060,165.308,22.643,120,271,22.854,11.482,1.435,1.435,340.528,27937.000
14,2.060,461.059,138.430,228,928,22.854,11.482,1.435,1.435,949.765,77919.000
15,2.060,181.485,23.087,131,233,22.854,11.482,1.435,1.435,373.853,30671.000
16,2.060,173.160,25.147,132,268,15.677,25.835,1.435,1.435,356.703,29264.000
17,2.060,436.769,121.431,228,902,15.677,25.835,1.435,1.435,899.729,73814.000
18,2.060,180.538,22.579,129,240,15.677,25.835,1.435,1.435,371.903,30511.000
19,2.060,105.550,4.857,94,129,17.996,4.416,1.435,1.435,217.430,17838.000
20,2.060,117.207,6.686,101,136,17.996,4.416,1.435,1.435,241.442,19808.000
21,2.060,106.278,5.345,92,123,17.996,4.416,1.435,1.435,218.929,17961.000
