 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,241.615,36.442,159,351,17.554,14.242,1.435,1.435,497.719,40833.000
2,2.060,324.580,84.572,200,567,17.554,14.242,1.435,1.435,668.623,54854.000
3,2.060,479.840,35.972,388,564,17.554,14.242,1.435,1.435,988.453,81093.000
4,2.060,226.000,33.991,161,323,20.756,14.242,1.435,1.435,465.552,38194.000
5,2.060,248.680,56.471,154,420,20.756,14.242,1.435,1.435,512.273,42027.000
6,2.060,477.331,50.204,363,581,20.756,14.242,1.435,1.435,983.285,80669.000
7,2.060,204.272,32.653,129,306,20.646,20.977,1.435,1.435,420.793,34522.000
8,2.060,435.266,303.401,179,1592,20.646,20.977,1.435,1.435,896.633,73560.000
9,2.060,501.769,37.803,405,629,20.646,20.977,1.435,1.435,1033.626,84799.000
10,2.060,141.793,18.728,109,210,14.021,22.964,1.435,1.435,292.088,23963.000
11,2.060,189.781,57.720,128,478,14.021,22.964,1.435,1.435,390.942,32073.000
12,2.060,371.846,31.212,292,461,14.021,22.964,1.435,1.435,765.989,62842.000
13,2.060,138.018,15.079,104,176,10.488,13.911,1.435,1.435,284.311,23325.000
14,2.060,265.669,74.684,140,482,10.488,13.911,1.435,1.435,547.268,44898.000
15,2.060,416.964,66.334,277,547,10.488,13.911,1.435,1.435,858.932,70467.000
16,2.060,145.071,13.945,118,191,28.816,21.750,1.435,1.435,298.841,24517.000
17,2.060,225.935,62.192,142,521,28.816,21.750,1.435,1.435,465.418,38183.000
18,2.060,416.331,43.270,308,509,28.816,21.750,1.435,1.435,857.627,70360.000
19,2.060,105.272,4.457,95,119,32.680,14.684,1.435,1.435,216.857,17791.000
20,2.060,110.698,5.642,99,125,32.680,14.684,1.435,1.435,228.034,18708.000
21,2.060,101.503,3.759,91,112,32.680,14.684,1.435,1.435,209.092,17154.000
