 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,228.781,38.364,158,359,17.886,14.132,1.435,1.435,471.281,38664.000
2,2.060,361.006,87.416,205,672,17.886,14.132,1.435,1.435,743.659,61010.000
3,2.060,165.586,19.210,131,229,17.886,14.132,1.435,1.435,341.101,27984.000
4,2.060,240.621,29.669,174,327,14.794,16.781,1.435,1.435,495.671,40665.000
5,2.060,427.225,95.294,271,738,14.794,16.781,1.435,1.435,880.067,72201.000
6,2.060,181.296,20.650,142,244,14.794,16.781,1.435,1.435,373.463,30639.000
7,2.060,228.385,32.690,169,332,20.866,19.652,1.435,1.435,470.464,38597.000
8,2.060,450.941,139.196,218,916,20.866,19.652,1.435,1.435,928.922,76209.000
9,2.060,185.615,16.730,147,222,20.866,19.652,1.435,1.435,382.361,31369.000
10,2.060,172.852,26.704,131,276,18.438,24.620,1.435,1.435,356.069,29212.000
11,2.060,235.740,63.690,151,427,18.438,24.620,1.435,1.435,485.615,39840.000
12,2.060,187.266,20.648,142,240,18.438,24.620,1.435,1.435,385.762,31648.000
13,2.060,144.917,16.315,113,196,11.040,19.100,1.435,1.435,298.524,24491.000
14,2.060,255.456,37.547,170,398,11.040,19.100,1.435,1.435,526.229,43172.000
15,2.060,193.692,20.362,148,250,11.040,19.100,1.435,1.435,398.999,32734.000
16,2.060,161.254,17.921,123,212,19.210,9.274,1.435,1.435,332.178,27252.000
17,2.060,217.728,58.104,145,416,19.210,9.274,1.435,1.435,448.511,36796.000
18,2.060,197.195,19.604,154,250,19.210,9.274,1.435,1.435,406.215,33326.000
19,2.060,103.870,4.664,93,119,23.185,5.410,1.435,1.435,213.968,17554.000
20,2.060,109.698,5.941,97,130,23.185,5.410,1.435,1.435,225.974,18539.000
21,2.060,107.112,4.475,98,122,23.185,5.410,1.435,1.435,220.648,18102.000
