 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,409.213,77.256,286,643,19.873,18.217,1.435,1.435,842.964,69157.000
2,2.060,448.935,93.803,262,669,19.873,18.217,1.435,1.435,924.789,75870.000
3,2.060,582.024,61.767,397,741,19.873,18.217,1.435,1.435,1198.947,98362.000
4,2.060,399.450,65.922,248,624,15.898,19.210,1.435,1.435,822.852,67507.000
5,2.060,502.254,188.022,244,988,15.898,19.210,1.435,1.435,1034.626,84881.000
6,2.060,539.367,83.994,348,752,15.898,19.210,1.435,1.435,1111.076,91153.000
7,2.060,432.391,62.565,304,604,14.684,13.138,1.435,1.435,890.709,73074.000
8,2.060,475.225,139.559,251,956,14.684,13.138,1.435,1.435,978.946,80313.000
9,2.060,545.006,56.943,429,682,14.684,13.138,1.435,1.435,1122.692,92106.000
10,2.060,191.592,25.229,136,267,21.639,10.599,1.435,1.435,394.672,32379.000
11,2.060,268.751,75.816,154,599,21.639,10.599,1.435,1.435,553.618,45419.000
12,2.060,524.621,66.605,380,705,21.639,10.599,1.435,1.435,1080.701,88661.000
13,2.060,186.598,26.144,143,288,25.945,20.646,1.435,1.435,384.384,31535.000
14,2.060,263.911,70.705,172,520,25.945,20.646,1.435,1.435,543.647,44601.000
15,2.060,533.195,50.793,417,680,25.945,20.646,1.435,1.435,1098.363,90110.000
16,2.060,180.101,26.457,130,258,15.788,24.510,1.435,1.435,371.001,30437.000
17,2.060,244.686,57.913,161,426,15.788,24.510,1.435,1.435,504.045,41352.000
18,2.060,523.473,58.781,394,688,15.788,24.510,1.435,1.435,1078.336,88467.000
19,2.060,110.355,5.890,95,127,7.618,21.860,1.435,1.435,227.327,18650.000
20,2.060,121.414,7.841,104,157,7.618,21.860,1.435,1.435,250.109,20519.000
21,2.060,134.621,8.335,110,154,7.618,21.860,1.435,1.435,277.315,22751.000
