 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,258.882,47.955,170,469,21.529,18.438,1.435,1.435,533.287,43751.000
2,2.060,340.391,115.737,178,745,21.529,18.438,1.435,1.435,701.192,57526.000
3,2.060,592.195,144.942,410,1112,21.529,18.438,1.435,1.435,1219.900,100081.000
4,2.060,227.586,37.649,145,317,21.529,21.750,1.435,1.435,468.818,38462.000
5,2.060,368.337,89.692,220,735,21.529,21.750,1.435,1.435,758.761,62249.000
6,2.060,445.201,263.276,140,1337,21.529,21.750,1.435,1.435,917.098,75239.000
7,2.060,270.278,51.284,187,481,16.671,17.665,1.435,1.435,556.763,45677.000
8,2.060,298.331,110.241,153,801,16.671,17.665,1.435,1.435,614.552,50418.000
9,2.060,453.018,243.278,153,1012,16.671,17.665,1.435,1.435,933.200,76560.000
10,2.060,189.562,25.760,144,270,12.586,10.709,1.435,1.435,390.491,32036.000
11,2.060,254.527,79.680,152,528,12.586,10.709,1.435,1.435,524.315,43015.000
12,2.060,166.189,16.989,124,229,12.586,10.709,1.435,1.435,342.344,28086.000
13,2.060,198.929,34.808,128,313,26.276,13.249,1.435,1.435,409.786,33619.000
14,2.060,237.645,43.864,158,406,26.276,13.249,1.435,1.435,489.540,40162.000
15,2.060,110.515,5.807,93,125,26.276,13.249,1.435,1.435,227.656,18677.000
16,2.060,194.852,26.982,140,263,13.359,24.951,1.435,1.435,401.388,32930.000
17,2.060,295.243,105.524,173,666,13.359,24.951,1.435,1.435,608.189,49896.000
18,2.060,116.663,7.876,97,151,13.359,24.951,1.435,1.435,240.321,19716.000
19,2.060,109.325,5.609,97,125,8.391,30.582,1.435,1.435,225.206,18476.000
20,2.060,116.432,6.587,103,140,8.391,30.582,1.435,1.435,239.846,19677.000
21,2.060,102.485,4.388,90,116,8.391,30.582,1.435,1.435,211.116,17320.000
