 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,330.172,57.086,221,546,23.516,18.327,1.435,1.435,680.141,55799.000
2,2.060,330.864,107.307,181,732,23.516,18.327,1.435,1.435,681.567,55916.000
3,2.060,380.183,26.004,298,444,23.516,18.327,1.435,1.435,783.164,64251.000
4,2.060,328.787,66.556,204,507,22.854,21.198,1.435,1.435,677.289,55565.000
5,2.060,300.580,53.464,189,469,22.854,21.198,1.435,1.435,619.184,50798.000
6,2.060,371.852,35.577,263,469,22.854,21.198,1.435,1.435,766.002,62843.000
7,2.060,324.391,50.541,204,449,17.554,18.769,1.435,1.435,668.233,54822.000
8,2.060,286.071,88.808,170,602,17.554,18.769,1.435,1.435,589.296,48346.000
9,2.060,355.692,31.571,267,448,17.554,18.769,1.435,1.435,732.713,60112.000
10,2.060,186.811,34.578,131,300,12.807,11.372,1.435,1.435,384.823,31571.000
11,2.060,390.574,238.873,142,1408,12.807,11.372,1.435,1.435,804.568,66007.000
12,2.060,355.769,30.948,288,436,12.807,11.372,1.435,1.435,732.872,60125.000
13,2.060,181.663,23.446,137,249,26.055,13.138,1.435,1.435,374.219,30701.000
14,2.060,255.024,92.261,146,636,26.055,13.138,1.435,1.435,525.339,43099.000
15,2.060,356.462,31.895,265,429,26.055,13.138,1.435,1.435,734.298,60242.000
16,2.060,188.308,26.061,145,258,24.289,26.055,1.435,1.435,387.907,31824.000
17,2.060,264.278,93.199,152,609,24.289,26.055,1.435,1.435,544.403,44663.000
18,2.060,418.751,24.467,340,489,24.289,26.055,1.435,1.435,862.613,70769.000
19,2.060,104.195,4.855,93,118,25.393,33.784,1.435,1.435,214.638,17609.000
20,2.060,108.941,5.572,96,128,25.393,33.784,1.435,1.435,224.414,18411.000
21,2.060,101.367,4.547,87,120,25.393,33.784,1.435,1.435,208.812,17131.000
