 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,381.059,59.993,246,589,17.223,12.255,1.435,1.435,784.968,64399.000
2,2.060,251.757,61.164,164,463,17.223,12.255,1.435,1.435,518.611,42547.000
3,2.060,467.959,40.341,370,601,17.223,12.255,1.435,1.435,963.977,79085.000
4,2.060,370.349,55.515,224,564,13.911,12.697,1.435,1.435,762.906,62589.000
5,2.060,213.846,57.450,138,471,13.911,12.697,1.435,1.435,440.515,36140.000
6,2.060,453.107,35.324,350,559,13.911,12.697,1.435,1.435,933.383,76575.000
7,2.060,390.491,59.130,264,557,18.548,20.646,1.435,1.435,804.397,65993.000
8,2.060,312.538,99.365,167,603,18.548,20.646,1.435,1.435,643.818,52819.000
9,2.060,463.237,31.678,384,556,18.548,20.646,1.435,1.435,954.251,78287.000
10,2.060,186.828,20.576,135,239,24.179,11.261,1.435,1.435,384.860,31574.000
11,2.060,191.805,40.498,131,394,24.179,11.261,1.435,1.435,395.111,32415.000
12,2.060,394.811,41.061,297,487,24.179,11.261,1.435,1.435,813.295,66723.000
13,2.060,184.710,30.582,127,277,28.705,18.990,1.435,1.435,380.496,31216.000
14,2.060,289.207,91.270,144,613,28.705,18.990,1.435,1.435,595.756,48876.000
15,2.060,429.710,61.532,338,579,28.705,18.990,1.435,1.435,885.187,72621.000
16,2.060,200.609,28.092,144,282,10.378,22.412,1.435,1.435,413.248,33903.000
17,2.060,285.012,115.283,152,704,10.378,22.412,1.435,1.435,587.114,48167.000
18,2.060,376.722,46.332,261,492,10.378,22.412,1.435,1.435,776.033,63666.000
19,2.060,110.438,5.665,99,129,12.697,29.920,1.435,1.435,227.498,18664.000
20,2.060,120.254,6.901,101,139,12.697,29.920,1.435,1.435,247.720,20323.000
21,2.060,106.988,5.108,93,122,12.697,29.920,1.435,1.435,220.392,18081.000
