 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,374.095,55.862,275,525,20.756,17.223,1.435,1.435,770.621,63222.000
2,2.060,456.876,166.013,228,1115,20.756,17.223,1.435,1.435,941.147,77212.000
3,2.060,204.568,24.268,151,289,20.756,17.223,1.435,1.435,421.403,34572.000
4,2.060,377.266,61.675,225,523,19.542,20.204,1.435,1.435,777.155,63758.000
5,2.060,420.467,128.285,206,776,19.542,20.204,1.435,1.435,866.148,71059.000
6,2.060,199.639,24.421,145,258,19.542,20.204,1.435,1.435,411.249,33739.000
7,2.060,428.852,54.807,285,660,15.567,16.229,1.435,1.435,883.420,72476.000
8,2.060,604.166,134.895,374,1152,15.567,16.229,1.435,1.435,1244.559,102104.000
9,2.060,209.201,22.338,155,262,15.567,16.229,1.435,1.435,430.947,35355.000
10,2.060,185.639,27.034,136,286,15.898,10.820,1.435,1.435,382.410,31373.000
11,2.060,262.089,60.018,169,437,15.898,10.820,1.435,1.435,539.893,44293.000
12,2.060,206.183,23.075,163,304,15.898,10.820,1.435,1.435,424.730,34845.000
13,2.060,186.728,28.378,132,282,24.289,14.684,1.435,1.435,384.652,31557.000
14,2.060,251.509,51.939,159,413,24.289,14.684,1.435,1.435,518.099,42505.000
15,2.060,215.527,28.311,161,305,24.289,14.684,1.435,1.435,443.977,36424.000
16,2.060,188.834,36.092,135,300,19.873,25.172,1.435,1.435,388.992,31913.000
17,2.060,255.722,87.021,164,651,19.873,25.172,1.435,1.435,526.778,43217.000
18,2.060,156.497,16.513,118,227,19.873,25.172,1.435,1.435,322.378,26448.000
19,2.060,108.006,5.787,87,127,28.484,23.737,1.435,1.435,222.488,18253.000
20,2.060,132.805,11.363,110,171,28.484,23.737,1.435,1.435,273.573,22444.000
21,2.060,106.840,5.012,97,125,28.484,23.737,1.435,1.435,220.087,18056.000
