 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,320.639,45.861,206,435,20.866,18.658,1.435,1.435,660.505,54188.000
2,2.060,327.361,65.835,224,556,20.866,18.658,1.435,1.435,674.352,55324.000
3,2.060,399.527,30.227,299,477,20.866,18.658,1.435,1.435,823.010,67520.000
4,2.060,348.615,51.870,240,501,21.308,21.418,1.435,1.435,718.135,58916.000
5,2.060,282.893,58.805,187,459,21.308,21.418,1.435,1.435,582.750,47809.000
6,2.060,391.438,26.394,331,462,21.308,21.418,1.435,1.435,806.348,66153.000
7,2.060,325.178,41.918,239,454,15.015,20.314,1.435,1.435,669.854,54955.000
8,2.060,322.822,87.790,182,577,15.015,20.314,1.435,1.435,665.002,54557.000
9,2.060,391.462,32.083,322,487,15.015,20.314,1.435,1.435,806.396,66157.000
10,2.060,183.266,22.000,130,265,12.365,14.132,1.435,1.435,377.522,30972.000
11,2.060,294.254,57.213,175,442,12.365,14.132,1.435,1.435,606.153,49729.000
12,2.060,334.260,27.957,260,404,12.365,14.132,1.435,1.435,688.564,56490.000
13,2.060,180.592,18.500,140,239,23.295,14.242,1.435,1.435,372.012,30520.000
14,2.060,258.923,47.425,183,418,23.295,14.242,1.435,1.435,533.372,43758.000
15,2.060,302.651,35.049,216,391,23.295,14.242,1.435,1.435,623.450,51148.000
16,2.060,172.994,21.272,124,238,22.081,27.601,1.435,1.435,356.361,29236.000
17,2.060,246.124,72.064,137,512,22.081,27.601,1.435,1.435,507.007,41595.000
18,2.060,183.225,32.162,110,255,22.081,27.601,1.435,1.435,377.436,30965.000
19,2.060,107.604,5.059,92,120,30.472,25.945,1.435,1.435,221.659,18185.000
20,2.060,113.615,6.060,94,130,30.472,25.945,1.435,1.435,234.044,19201.000
21,2.060,101.036,4.457,89,114,30.472,25.945,1.435,1.435,208.129,17075.000
