 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,298.923,51.333,212,513,15.125,19.542,1.435,1.435,615.771,50518.000
2,2.060,315.112,110.319,147,775,15.125,19.542,1.435,1.435,649.120,53254.000
3,2.060,967.533,71.224,725,1148,15.125,19.542,1.435,1.435,1993.081,163513.000
4,2.060,303.970,51.113,210,456,19.652,19.100,1.435,1.435,626.168,51371.000
5,2.060,333.030,98.200,189,690,19.652,19.100,1.435,1.435,686.029,56282.000
6,2.060,923.544,78.982,708,1073,19.652,19.100,1.435,1.435,1902.467,156079.000
7,2.060,280.172,34.397,214,398,19.321,25.945,1.435,1.435,577.143,47349.000
8,2.060,257.444,54.863,168,484,19.321,25.945,1.435,1.435,530.325,43508.000
9,2.060,898.633,54.065,751,1023,19.321,25.945,1.435,1.435,1851.151,151869.000
10,2.060,193.320,26.773,151,267,24.510,16.009,1.435,1.435,398.231,32671.000
11,2.060,226.083,58.677,150,525,24.510,16.009,1.435,1.435,465.722,38208.000
12,2.060,676.385,52.940,529,849,24.510,16.009,1.435,1.435,1393.327,114309.000
13,2.060,185.178,24.297,134,259,9.605,17.775,1.435,1.435,381.459,31295.000
14,2.060,252.018,82.205,157,573,9.605,17.775,1.435,1.435,519.147,42591.000
15,2.060,512.260,79.964,372,717,9.605,17.775,1.435,1.435,1055.238,86572.000
16,2.060,187.260,27.922,136,268,12.586,11.482,1.435,1.435,385.749,31647.000
17,2.060,204.325,36.527,136,312,12.586,11.482,1.435,1.435,420.903,34531.000
18,2.060,723.059,90.020,546,991,12.586,11.482,1.435,1.435,1489.475,122197.000
19,2.060,106.686,5.043,96,125,10.930,7.287,1.435,1.435,219.770,18030.000
20,2.060,111.651,6.464,96,128,10.930,7.287,1.435,1.435,229.997,18869.000
21,2.060,110.669,6.133,98,126,10.930,7.287,1.435,1.435,227.973,18703.000
