 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,372.385,63.450,239,564,17.665,13.911,1.435,1.435,767.099,62933.000
2,2.060,504.728,138.253,252,881,17.665,13.911,1.435,1.435,1039.721,85299.000
3,2.060,370.254,37.112,272,477,17.665,13.911,1.435,1.435,762.711,62573.000
4,2.060,350.846,66.848,193,528,19.652,13.028,1.435,1.435,722.730,59293.000
5,2.060,538.680,151.609,303,1058,19.652,13.028,1.435,1.435,1109.662,91037.000
6,2.060,415.805,47.604,298,535,19.652,13.028,1.435,1.435,856.542,70271.000
7,2.060,413.497,62.662,269,585,19.321,20.204,1.435,1.435,851.789,69881.000
8,2.060,504.467,167.572,257,1123,19.321,20.204,1.435,1.435,1039.184,85255.000
9,2.060,369.183,34.011,286,462,19.321,20.204,1.435,1.435,760.504,62392.000
10,2.060,160.095,24.014,114,246,25.283,11.813,1.435,1.435,329.789,27056.000
11,2.060,295.544,75.992,183,543,25.283,11.813,1.435,1.435,608.811,49947.000
12,2.060,280.716,30.003,216,345,25.283,11.813,1.435,1.435,578.265,47441.000
13,2.060,164.846,32.295,120,291,11.040,13.359,1.435,1.435,339.577,27859.000
14,2.060,267.680,121.112,142,789,11.040,13.359,1.435,1.435,551.412,45238.000
15,2.060,358.089,54.043,242,518,11.040,13.359,1.435,1.435,737.650,60517.000
16,2.060,161.787,24.524,117,256,26.718,24.620,1.435,1.435,333.275,27342.000
17,2.060,329.284,86.937,208,560,26.718,24.620,1.435,1.435,678.313,55649.000
18,2.060,313.408,33.838,215,425,26.718,24.620,1.435,1.435,645.610,52966.000
19,2.060,108.178,5.439,95,129,35.329,19.652,1.435,1.435,222.842,18282.000
20,2.060,115.899,6.335,100,132,35.329,19.652,1.435,1.435,238.749,19587.000
21,2.060,110.018,5.521,95,130,35.329,19.652,1.435,1.435,226.633,18593.000
