 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,369.314,75.379,249,617,20.977,16.781,1.435,1.435,760.772,62414.000
2,2.060,454.604,159.280,184,963,20.977,16.781,1.435,1.435,936.467,76828.000
3,2.060,221.183,23.046,162,273,20.977,16.781,1.435,1.435,455.630,37380.000
4,2.060,355.923,56.606,224,495,21.860,20.535,1.435,1.435,733.188,60151.000
5,2.060,384.071,118.912,195,748,21.860,20.535,1.435,1.435,791.172,64908.000
6,2.060,233.828,22.464,183,294,21.860,20.535,1.435,1.435,481.678,39517.000
7,2.060,404.112,63.139,281,589,15.236,18.438,1.435,1.435,832.457,68295.000
8,2.060,467.976,155.026,213,940,15.236,18.438,1.435,1.435,964.014,79088.000
9,2.060,224.479,21.874,163,295,15.236,18.438,1.435,1.435,462.419,37937.000
10,2.060,173.858,24.153,130,258,11.261,11.813,1.435,1.435,358.141,29382.000
11,2.060,343.964,91.185,205,651,11.261,11.813,1.435,1.435,708.554,58130.000
12,2.060,196.012,17.807,141,241,11.261,11.813,1.435,1.435,403.777,33126.000
13,2.060,186.775,26.291,131,266,14.132,25.945,1.435,1.435,384.750,31565.000
14,2.060,534.746,327.144,186,1702,14.132,25.945,1.435,1.435,1101.556,90372.000
15,2.060,227.213,18.705,184,280,14.132,25.945,1.435,1.435,468.050,38399.000
16,2.060,172.929,21.576,128,227,24.179,9.605,1.435,1.435,356.227,29225.000
17,2.060,343.302,130.030,146,790,24.179,9.605,1.435,1.435,707.189,58018.000
18,2.060,191.290,16.419,155,243,24.179,9.605,1.435,1.435,394.050,32328.000
19,2.060,104.817,4.892,91,120,14.463,2.981,1.435,1.435,215.918,17714.000
20,2.060,116.047,7.574,90,138,14.463,2.981,1.435,1.435,239.053,19612.000
21,2.060,101.290,3.975,91,117,14.463,2.981,1.435,1.435,208.654,17118.000
