 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,336.142,54.500,216,498,21.087,15.236,1.435,1.435,692.440,56808.000
2,2.060,280.249,78.810,171,546,21.087,15.236,1.435,1.435,577.302,47362.000
3,2.060,1737.550,134.673,1430,2065,21.087,15.236,1.435,1.435,3579.290,293646.000
4,2.060,348.385,48.914,235,490,18.548,15.677,1.435,1.435,717.660,58877.000
5,2.060,319.805,124.267,145,730,18.548,15.677,1.435,1.435,658.786,54047.000
6,2.060,1536.846,165.596,1153,1834,18.548,15.677,1.435,1.435,3165.847,259727.000
7,2.060,315.941,50.030,198,435,19.983,21.970,1.435,1.435,650.826,53394.000
8,2.060,309.166,87.391,174,620,19.983,21.970,1.435,1.435,636.870,52249.000
9,2.060,1531.657,122.959,1253,1811,19.983,21.970,1.435,1.435,3155.157,258850.000
10,2.060,211.006,27.291,153,293,14.353,24.620,1.435,1.435,434.664,35660.000
11,2.060,238.420,57.630,139,467,14.353,24.620,1.435,1.435,491.137,40293.000
12,2.060,1298.509,76.663,1047,1497,14.353,24.620,1.435,1.435,2674.881,219448.000
13,2.060,208.988,32.014,148,315,16.450,26.607,1.435,1.435,430.508,35319.000
14,2.060,249.124,58.649,163,438,16.450,26.607,1.435,1.435,513.187,42102.000
15,2.060,1161.207,174.507,716,1561,16.450,26.607,1.435,1.435,2392.044,196244.000
16,2.060,207.136,31.125,152,320,12.365,15.567,1.435,1.435,426.693,35006.000
17,2.060,224.870,54.992,150,494,12.365,15.567,1.435,1.435,463.224,38003.000
18,2.060,1354.669,104.752,1133,1652,12.365,15.567,1.435,1.435,2790.568,228939.000
19,2.060,107.592,5.502,94,123,10.268,30.030,1.435,1.435,221.635,18183.000
20,2.060,112.249,5.473,98,128,10.268,30.030,1.435,1.435,231.228,18970.000
21,2.060,109.408,6.092,95,130,10.268,30.030,1.435,1.435,225.377,18490.000
