 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,310.473,38.063,217,430,17.333,14.794,1.435,1.435,639.564,52470.000
2,2.060,316.556,78.871,193,549,17.333,14.794,1.435,1.435,652.094,53498.000
3,2.060,442.994,30.438,379,513,17.333,14.794,1.435,1.435,912.552,74866.000
4,2.060,272.331,57.381,159,422,18.327,20.535,1.435,1.435,560.993,46024.000
5,2.060,319.899,89.983,173,635,18.327,20.535,1.435,1.435,658.981,54063.000
6,2.060,393.314,60.146,226,537,18.327,20.535,1.435,1.435,810.212,66470.000
7,2.060,275.302,55.462,155,430,20.535,19.321,1.435,1.435,567.112,46526.000
8,2.060,262.473,75.008,154,479,20.535,19.321,1.435,1.435,540.685,44358.000
9,2.060,425.550,38.996,327,517,20.535,19.321,1.435,1.435,876.618,71918.000
10,2.060,193.414,36.222,132,311,11.703,14.242,1.435,1.435,398.426,32687.000
11,2.060,283.095,63.222,193,505,11.703,14.242,1.435,1.435,583.165,47843.000
12,2.060,348.964,35.322,266,468,11.703,14.242,1.435,1.435,718.854,58975.000
13,2.060,198.373,27.023,142,271,11.924,22.191,1.435,1.435,408.641,33525.000
14,2.060,305.396,62.429,203,500,11.924,22.191,1.435,1.435,629.105,51612.000
15,2.060,367.101,37.323,268,448,11.924,22.191,1.435,1.435,756.214,62040.000
16,2.060,167.320,23.551,121,261,25.724,21.750,1.435,1.435,344.672,28277.000
17,2.060,319.325,88.990,215,694,25.724,21.750,1.435,1.435,657.799,53966.000
18,2.060,308.899,28.017,244,386,25.724,21.750,1.435,1.435,636.321,52204.000
19,2.060,107.781,5.056,93,123,4.306,18.548,1.435,1.435,222.025,18215.000
20,2.060,122.012,7.323,104,141,4.306,18.548,1.435,1.435,251.340,20620.000
21,2.060,101.237,3.846,91,112,4.306,18.548,1.435,1.435,208.544,17109.000
