 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,279.533,42.222,145,429,20.866,17.554,1.435,1.435,575.827,47241.000
2,2.060,433.568,198.524,183,1073,20.866,17.554,1.435,1.435,893.134,73273.000
3,2.060,1241.450,301.604,617,2142,20.866,17.554,1.435,1.435,2557.341,209805.000
4,2.060,289.503,80.901,163,558,19.762,20.535,1.435,1.435,596.365,48926.000
5,2.060,442.947,209.098,180,999,19.762,20.535,1.435,1.435,912.454,74858.000
6,2.060,967.231,530.009,254,2218,19.762,20.535,1.435,1.435,1992.460,163462.000
7,2.060,315.361,48.659,197,430,15.015,16.892,1.435,1.435,649.632,53296.000
8,2.060,393.160,150.328,192,856,15.015,16.892,1.435,1.435,809.895,66444.000
9,2.060,830.296,449.079,201,1649,15.015,16.892,1.435,1.435,1710.379,140320.000
10,2.060,222.917,31.427,165,347,16.892,10.930,1.435,1.435,459.201,37673.000
11,2.060,361.349,98.770,210,669,16.892,10.930,1.435,1.435,744.366,61068.000
12,2.060,118.426,7.563,99,140,16.892,10.930,1.435,1.435,243.953,20014.000
13,2.060,200.426,32.471,137,296,11.040,22.964,1.435,1.435,412.870,33872.000
14,2.060,337.669,94.890,177,605,11.040,22.964,1.435,1.435,695.585,57066.000
15,2.060,115.911,6.919,101,141,11.040,22.964,1.435,1.435,238.773,19589.000
16,2.060,203.734,36.726,136,323,19.873,27.712,1.435,1.435,419.684,34431.000
17,2.060,323.947,75.048,182,542,19.873,27.712,1.435,1.435,667.318,54747.000
18,2.060,112.290,5.695,99,126,19.873,27.712,1.435,1.435,231.313,18977.000
19,2.060,107.680,5.347,96,126,10.709,29.478,1.435,1.435,221.818,18198.000
20,2.060,112.379,5.613,95,128,10.709,29.478,1.435,1.435,231.496,18992.000
21,2.060,105.243,5.216,94,123,10.709,29.478,1.435,1.435,216.796,17786.000
