 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,264.225,42.785,173,377,19.100,15.457,1.435,1.435,544.293,44654.000
2,2.060,360.450,80.875,220,635,19.100,15.457,1.435,1.435,742.513,60916.000
3,2.060,4095.000,0.000,4095,4095,19.100,15.457,1.435,1.435,8435.549,692055.000
4,2.060,271.734,39.236,198,465,15.015,16.450,1.435,1.435,559.761,45923.000
5,2.060,408.509,153.101,197,986,15.015,16.450,1.435,1.435,841.513,69038.000
6,2.060,4095.000,0.000,4095,4095,15.015,16.450,1.435,1.435,8435.549,692055.000
7,2.060,244.130,35.490,173,340,19.321,22.633,1.435,1.435,502.899,41258.000
8,2.060,417.893,109.170,220,737,19.321,22.633,1.435,1.435,860.845,70624.000
9,2.060,4095.000,0.000,4095,4095,19.321,22.633,1.435,1.435,8435.549,692055.000
10,2.060,202.911,36.633,138,302,24.399,11.813,1.435,1.435,417.990,34292.000
11,2.060,349.976,146.950,165,877,24.399,11.813,1.435,1.435,720.938,59146.000
12,2.060,3993.604,189.841,3177,4095,24.399,11.813,1.435,1.435,8226.677,674919.000
13,2.060,169.953,19.657,131,238,7.839,14.463,1.435,1.435,350.096,28722.000
14,2.060,346.527,80.808,198,544,7.839,14.463,1.435,1.435,713.832,58563.000
15,2.060,3840.574,281.997,2790,4095,7.839,14.463,1.435,1.435,7911.441,649057.000
16,2.060,196.970,27.653,150,290,9.605,25.172,1.435,1.435,405.752,33288.000
17,2.060,292.284,76.721,196,639,9.605,25.172,1.435,1.435,602.094,49396.000
18,2.060,4059.609,93.738,3522,4095,9.605,25.172,1.435,1.435,8362.646,686074.000
19,2.060,106.497,4.730,94,125,8.170,32.238,1.435,1.435,219.380,17998.000
20,2.060,120.722,7.805,104,150,8.170,32.238,1.435,1.435,248.683,20402.000
21,2.060,142.722,11.258,115,185,8.170,32.238,1.435,1.435,294.002,24120.000
