 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,380.598,46.265,273,590,21.529,18.106,1.435,1.435,784.017,64321.000
2,2.060,306.296,81.479,186,749,21.529,18.106,1.435,1.435,630.958,51764.000
3,2.060,1014.728,46.892,907,1148,21.529,18.106,1.435,1.435,2090.302,171489.000
4,2.060,401.059,64.522,220,585,19.100,21.198,1.435,1.435,826.167,67779.000
5,2.060,258.657,98.385,149,727,19.100,21.198,1.435,1.435,532.824,43713.000
6,2.060,906.373,122.839,607,1188,19.100,21.198,1.435,1.435,1867.095,153177.000
7,2.060,384.000,47.189,267,576,15.236,15.677,1.435,1.435,791.026,64896.000
8,2.060,347.947,107.082,189,730,15.236,15.677,1.435,1.435,716.758,58803.000
9,2.060,956.485,71.671,805,1179,15.236,15.677,1.435,1.435,1970.324,161646.000
10,2.060,199.396,25.945,146,265,27.159,15.015,1.435,1.435,410.749,33698.000
11,2.060,240.012,80.008,142,463,27.159,15.015,1.435,1.435,494.416,40562.000
12,2.060,768.112,74.850,621,1000,27.159,15.015,1.435,1.435,1582.283,129811.000
13,2.060,209.651,27.077,150,286,18.879,9.384,1.435,1.435,431.873,35431.000
14,2.060,260.988,85.201,149,597,18.879,9.384,1.435,1.435,537.626,44107.000
15,2.060,819.320,74.682,608,1037,18.879,9.384,1.435,1.435,1687.768,138465.000
16,2.060,175.047,28.107,128,266,19.983,26.828,1.435,1.435,360.591,29583.000
17,2.060,241.237,54.142,148,412,19.983,26.828,1.435,1.435,496.939,40769.000
18,2.060,299.746,100.663,156,537,19.983,26.828,1.435,1.435,617.465,50657.000
19,2.060,115.189,7.315,96,140,18.217,30.582,1.435,1.435,237.286,19467.000
20,2.060,160.864,27.804,120,311,18.217,30.582,1.435,1.435,331.374,27186.000
21,2.060,111.154,7.493,96,149,18.217,30.582,1.435,1.435,228.973,18785.000
