 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,342.580,62.070,220,539,16.781,20.425,1.435,1.435,705.702,57896.000
2,2.060,783.036,218.893,389,1453,16.781,20.425,1.435,1.435,1613.024,132333.000
3,2.060,945.414,303.519,399,1753,16.781,20.425,1.435,1.435,1947.519,159775.000
4,2.060,371.385,64.686,248,559,20.425,19.762,1.435,1.435,765.039,62764.000
5,2.060,1025.000,235.981,459,1777,20.425,19.762,1.435,1.435,2111.462,173225.000
6,2.060,552.213,162.032,247,926,20.425,19.762,1.435,1.435,1137.539,93324.000
7,2.060,398.757,60.530,247,547,17.333,14.132,1.435,1.435,821.426,67390.000
8,2.060,863.722,308.715,442,1870,17.333,14.132,1.435,1.435,1779.235,145969.000
9,2.060,1158.296,165.299,735,1675,17.333,14.132,1.435,1.435,2386.047,195752.000
10,2.060,166.710,21.704,123,241,26.387,11.372,1.435,1.435,343.417,28174.000
11,2.060,441.586,143.846,233,938,26.387,11.372,1.435,1.435,909.651,74628.000
12,2.060,109.964,9.311,90,168,26.387,11.372,1.435,1.435,226.523,18584.000
13,2.060,166.438,26.367,126,254,8.060,13.138,1.435,1.435,342.856,28128.000
14,2.060,314.219,91.152,175,619,8.060,13.138,1.435,1.435,647.279,53103.000
15,2.060,106.219,5.100,93,119,8.060,13.138,1.435,1.435,218.807,17951.000
16,2.060,159.533,17.780,122,221,11.924,24.399,1.435,1.435,328.631,26961.000
17,2.060,285.964,81.719,170,607,11.924,24.399,1.435,1.435,589.076,48328.000
18,2.060,109.757,6.319,92,130,11.924,24.399,1.435,1.435,226.096,18549.000
19,2.060,113.651,6.115,98,131,4.637,22.522,1.435,1.435,234.117,19207.000
20,2.060,143.065,10.719,116,171,4.637,22.522,1.435,1.435,294.709,24178.000
21,2.060,101.373,3.928,93,113,4.637,22.522,1.435,1.435,208.824,17132.000
