 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,239.663,29.510,167,314,13.801,17.444,1.435,1.435,493.696,40503.000
2,2.060,322.343,131.443,168,890,13.801,17.444,1.435,1.435,664.015,54476.000
3,2.060,302.574,162.900,143,778,13.801,17.444,1.435,1.435,623.291,51135.000
4,2.060,278.142,38.952,183,392,16.009,19.542,1.435,1.435,572.962,47006.000
5,2.060,393.574,203.856,156,1018,16.009,19.542,1.435,1.435,810.748,66514.000
6,2.060,513.361,187.505,199,1159,16.009,19.542,1.435,1.435,1057.505,86758.000
7,2.060,264.686,41.461,184,394,20.646,15.125,1.435,1.435,545.244,44732.000
8,2.060,368.544,104.268,209,739,20.646,15.125,1.435,1.435,759.188,62284.000
9,2.060,299.793,127.404,122,797,20.646,15.125,1.435,1.435,617.562,50665.000
10,2.060,204.704,44.161,137,364,18.769,7.176,1.435,1.435,421.683,34595.000
11,2.060,258.260,82.181,132,659,18.769,7.176,1.435,1.435,532.007,43646.000
12,2.060,112.290,6.143,98,133,18.769,7.176,1.435,1.435,231.313,18977.000
13,2.060,187.337,35.373,127,306,28.816,16.781,1.435,1.435,385.908,31660.000
14,2.060,302.680,85.780,149,542,28.816,16.781,1.435,1.435,623.511,51153.000
15,2.060,109.811,5.745,95,127,28.816,16.781,1.435,1.435,226.206,18558.000
16,2.060,198.154,33.327,141,305,17.113,29.147,1.435,1.435,408.190,33488.000
17,2.060,377.633,117.946,169,685,17.113,29.147,1.435,1.435,777.910,63820.000
18,2.060,113.243,6.241,95,135,17.113,29.147,1.435,1.435,233.276,19138.000
19,2.060,107.556,5.505,93,126,5.189,9.716,1.435,1.435,221.562,18177.000
20,2.060,111.657,5.368,95,129,5.189,9.716,1.435,1.435,230.009,18870.000
21,2.060,101.574,4.047,92,115,5.189,9.716,1.435,1.435,209.239,17166.000
